"id_municipio","sigla_uf","ano","emprego_total","emprego_vinculo_clt","salario_medio","salario_medio_brancos","salario_medio_negros","razao_salario_medio"
"2109502","MA",2012,1350,499,1172.28,1733.26,1008.89,1.72
"2109502","MA",2014,1448,611,1336.79,1394.99,1270.8,1.1
"2109502","MA",2016,1292,636,1602.54,1981.43,1441.39,1.37
"2109551","MA",2012,162,151,883.21,895.64,790.34,1.13
"2109551","MA",2014,565,260,1281.44,1083.34,1124.55,0.96
"2109551","MA",2016,562,291,1558.03,1319.11,1225.15,1.08
"2109601","MA",2012,2238,1319,1138.86,1475.27,1046.69,1.41
"2109601","MA",2014,2003,1484,1319.29,1522.12,1333.19,1.14
"2109601","MA",2016,2525,1367,1461.42,1770.45,1450.58,1.22
"2109700","MA",2012,545,264,1473.5,2181.57,1392.63,1.57
"2109700","MA",2014,659,351,1595.12,3132.36,1605.67,1.95
"2109700","MA",2016,596,335,1983.04,3636.32,1955.02,1.86
"2109759","MA",2012,159,5,1320.92,NA,1045.94,NA
"2109759","MA",2014,211,9,1628.03,NA,777.63,NA
"2109759","MA",2016,254,7,1948.79,NA,1368.52,NA
"2109809","MA",2012,1332,173,1107.92,1842.09,981.37,1.88
"2109809","MA",2014,1412,257,1305.17,1440.81,1084.28,1.33
"2109809","MA",2016,1433,283,1754.1,1726.26,1361.02,1.27
"2109908","MA",2012,7951,7940,957.51,1115.72,921.14,1.21
"2109908","MA",2014,9616,9604,1245.48,1524.01,1233.31,1.24
"2109908","MA",2016,9769,7790,1711.79,1870.86,1809.93,1.03
"2110005","MA",2012,3267,861,1299.58,1128.18,1312.94,0.86
"2110005","MA",2014,3434,917,1456.03,1309.15,957.91,1.37
"2110005","MA",2016,3641,1058,1750.91,1452.12,1221.46,1.19
"2110039","MA",2012,1185,441,975.4,1049.58,864.14,1.21
"2110039","MA",2014,1981,539,1037.83,1297.96,998.32,1.3
"2110039","MA",2016,1343,468,1297.33,1330.61,1224.4,1.09
"2110104","MA",2012,341,230,788.6,927.76,748.1,1.24
"2110104","MA",2014,286,178,1060.79,1415.64,1022.18,1.38
"2110104","MA",2016,301,205,1238.52,1673.08,1273.73,1.31
"2110203","MA",2012,1217,519,746.51,995.39,809.12,1.23
"2110203","MA",2014,1384,621,1097.93,1132.66,1053.76,1.07
"2110203","MA",2016,1495,629,1318.64,1359.17,1286.77,1.06
"2110237","MA",2012,214,39,1335.14,5910.51,2475.49,2.39
"2110237","MA",2014,405,51,1280.22,5521.69,2483.4,2.22
"2110237","MA",2016,43,40,3422,5955.41,2875.2,2.07
"2110278","MA",2012,477,12,1157.98,1327.63,686,1.94
"2110278","MA",2014,481,23,929.57,945.08,948.93,1
"2110278","MA",2016,474,37,1783.46,1198.03,1383.88,0.87
"2110302","MA",2012,1377,1160,2227.13,6297.86,1812.04,3.48
"2110302","MA",2014,1323,616,2958.1,5481.19,3180.81,1.72
"2110302","MA",2016,355,295,5292.01,8933.68,4274.94,2.09
"2110401","MA",2012,52,52,938.27,1037,824.75,1.26
"2110401","MA",2014,473,87,1427.14,1441.48,1158.92,1.24
"2110401","MA",2016,546,94,1705.56,1609.66,1324.2,1.22
"2110500","MA",2012,1045,306,976.72,939.33,950,0.99
"2110500","MA",2014,948,389,1209.43,1217.22,1095.4,1.11
"2110500","MA",2016,1094,393,1364.59,1381.87,1245.21,1.11
"2110609","MA",2012,1265,604,932.12,1508.98,775.19,1.95
"2110609","MA",2014,1206,637,1136.58,1749,980.77,1.78
"2110609","MA",2016,744,741,1228.65,1774.81,1178.98,1.51
"2110658","MA",2012,300,122,870.11,1180.69,944.65,1.25
"2110658","MA",2014,478,185,1125.5,1168.45,1030.93,1.13
"2110658","MA",2016,460,168,1387.1,1388.45,1251.41,1.11
"2110708","MA",2012,1286,410,1151.48,1630.38,1160.16,1.41
"2110708","MA",2014,1404,461,1304.27,1463.64,1162.22,1.26
"2110708","MA",2016,1462,489,1546.61,1766.77,1313.06,1.35
"2110807","MA",2012,300,109,881.57,1013.26,738.52,1.37
"2110807","MA",2014,284,95,1153.68,1219.36,1135.94,1.07
"2110807","MA",2016,275,94,1310.25,1333.15,1176.91,1.13
"2110856","MA",2012,416,104,1092.03,678.35,843.18,0.8
"2110856","MA",2014,459,138,1513.24,1325.26,888.36,1.49
"2110856","MA",2016,186,186,1215.48,1314.73,1196.08,1.1
"2110906","MA",2012,521,59,945.65,1068.09,913.95,1.17
"2110906","MA",2014,509,41,1317.74,1340.59,1313.89,1.02
"2110906","MA",2016,537,26,1589.56,3032.79,1491.83,2.03
"2111003","MA",2012,43,43,1522.66,1708.9,1529.66,1.12
"2111003","MA",2014,465,74,1654.37,2764.97,1794.68,1.54
"2111003","MA",2016,55,55,1942.22,2726.79,1675.25,1.63
"2111029","MA",2012,443,195,924.2,1615.34,835.97,1.93
"2111029","MA",2014,239,23,1514.88,2000.64,1336.79,1.5
"2111029","MA",2016,248,31,1769.09,1963.38,1673.82,1.17
"2111052","MA",2012,658,98,817.6,874.46,1020.74,0.86
"2111052","MA",2014,685,100,1174.21,1117.19,951.65,1.17
"2111052","MA",2016,672,106,1349.27,1425.59,1130.7,1.26
"2111078","MA",2012,349,10,1015.94,630.64,914.89,0.69
"2111078","MA",2014,378,28,1157.85,724,982.58,0.74
"2111078","MA",2016,434,40,1577.83,1176.67,1107.02,1.06
"2111102","MA",2012,1583,997,1041.36,1041.88,972.65,1.07
"2111102","MA",2014,1735,1221,1307.27,1434.8,1098.41,1.31
"2111102","MA",2016,2120,1268,1471.73,1767.08,1348.13,1.31
"2111201","MA",2012,12537,9413,1159.1,1204.36,982.99,1.23
"2111201","MA",2014,16043,12832,1299.75,1433.76,1084.04,1.32
"2111201","MA",2016,18097,14524,1526.82,1492.66,1354.63,1.1
"2111250","MA",2012,209,9,648.87,953.89,1028.91,0.93
"2111250","MA",2014,246,16,1435.96,830.45,1005.77,0.83
"2111250","MA",2016,19,18,1089.39,1109.6,1082.05,1.03
"2111300","MA",2012,348421,241024,1728.4,1810.27,1303.69,1.39
"2111300","MA",2014,354124,254925,2040.29,2132.31,1477.61,1.44
"2111300","MA",2016,331233,229112,2501.73,2524.35,1689.84,1.49
"2111409","MA",2012,777,133,848.17,1524.68,857.04,1.78
"2111409","MA",2014,863,147,930.61,1677.78,1163.12,1.44
"2111409","MA",2016,778,146,1126.68,1538.03,1237.38,1.24
"2111508","MA",2012,1470,662,981.44,932.19,977.51,0.95
"2111508","MA",2014,1762,656,1289.81,1307.66,1100.36,1.19
"2111508","MA",2016,1906,846,1570.59,1460.08,1233.16,1.18
"2111532","MA",2012,378,226,1492.16,1903.64,1154.29,1.65
"2111532","MA",2014,182,176,1244.35,1338.85,1115.29,1.2
"2111532","MA",2016,196,196,1231.29,1207.5,1252.7,0.96
"2111573","MA",2012,286,33,1170.28,1349.34,768.02,1.76
"2111573","MA",2014,330,60,1197.87,1090.1,773.53,1.41
"2111573","MA",2016,278,44,1390.36,1210.01,928.14,1.3
"2111607","MA",2012,3165,2432,1321.49,1646.47,1339.2,1.23
"2111607","MA",2014,3666,2804,1585.26,1771.88,1650.76,1.07
"2111607","MA",2016,3101,2267,1691.42,2054.71,1809.42,1.14
"2111631","MA",2012,333,0,946.98,NA,NA,NA
"2111631","MA",2014,247,1,1181.58,744.16,NA,NA
"2111631","MA",2016,260,12,1219.24,887.42,1186.89,0.75
"2111672","MA",2012,4,1,794.06,NA,1177.25,NA
"2111672","MA",2014,140,3,1594.9,NA,1298.09,NA
"2111672","MA",2016,3,3,1441.55,NA,1441.55,NA
"2111706","MA",2012,68,68,1066.49,1060.64,1067.34,0.99
"2111706","MA",2014,529,79,1281.67,2328.44,1289.11,1.81
"2111706","MA",2016,78,78,1487.19,2336.74,1412.01,1.65
"2111722","MA",2012,371,6,849.32,1614.59,1010.22,1.6
"2111722","MA",2014,458,10,1028.75,1783.59,815.68,2.19
"2111722","MA",2016,463,8,1203.63,1405.52,1911.54,0.74
"2111748","MA",2012,239,22,1031.5,833.51,1007.53,0.83
"2111748","MA",2014,264,25,1104.54,894.35,1105.07,0.81
"2111748","MA",2016,460,217,1325.97,1081.24,1293,0.84
"2111763","MA",2012,805,182,1073.89,830.03,893.79,0.93
"2111763","MA",2014,985,259,1354.04,1082.68,977.54,1.11
"2111763","MA",2016,940,264,1522.28,1376.32,1211.06,1.14
"2111789","MA",2012,351,13,990.45,622,1091.68,0.57
"2111789","MA",2014,545,7,1171.29,988.25,1843.49,0.54
"2111789","MA",2016,537,8,1645.72,1044.82,1570.33,0.67
"2111805","MA",2012,893,142,964.71,762.36,738.27,1.03
"2111805","MA",2014,973,169,1497.85,1385.19,1611.73,0.86
"2111805","MA",2016,958,221,1474.86,1564.68,1112.43,1.41
"2111904","MA",2012,398,61,834.94,1064.27,947.54,1.12
"2111904","MA",2014,392,55,1009.5,1021.75,1065.72,0.96
"2111904","MA",2016,406,85,1191.55,1323.55,1147.54,1.15
"2111953","MA",2012,111,16,769.92,638.96,683.03,0.94
"2111953","MA",2014,181,22,833.94,840.24,808.11,1.04
"2111953","MA",2016,228,38,1340.87,950.61,1076.83,0.88
"2112001","MA",2012,1303,798,1194.77,1643.13,1075.34,1.53
"2112001","MA",2014,1529,980,1400.49,1929.3,1225.37,1.57
"2112001","MA",2016,1611,1077,1777.19,2701.1,1579.1,1.71
"2112100","MA",2012,531,156,770.5,1276.48,959.55,1.33
"2112100","MA",2014,673,183,900.46,1647.79,951.13,1.73
"2112100","MA",2016,849,217,1155.34,1451.65,1117.64,1.3
"2112209","MA",2012,11660,6783,1127.89,1169.83,956.72,1.22
"2112209","MA",2014,12847,8303,1222.12,1364.94,1089.99,1.25
"2112209","MA",2016,10464,8139,1616.54,1627.32,1310.24,1.24
"2112233","MA",2012,1298,589,835.77,1048.9,795.17,1.32
"2112233","MA",2014,1469,690,947.35,1044.39,912.26,1.14
"2112233","MA",2016,1466,611,1184.97,1295.34,1089.95,1.19
"2112274","MA",2012,26,21,777.4,639.99,984.19,0.65
"2112274","MA",2014,289,89,1050.4,847.32,1040.29,0.81
"2112274","MA",2016,293,65,1275.32,1063.92,1172.21,0.91
"2112308","MA",2012,538,274,695.13,721.1,738.61,0.98
"2112308","MA",2014,765,472,843.12,887.87,869.66,1.02
"2112308","MA",2016,1181,571,1055.27,1270.05,1129.04,1.12
"2112407","MA",2012,1461,56,1083.1,1005.46,989.57,1.02
"2112407","MA",2014,1405,55,1240.93,1205.48,1180.98,1.02
"2112407","MA",2016,1377,87,1576.57,1075.46,1207.83,0.89
"2112456","MA",2012,283,16,999.57,828.6,1203.18,0.69
"2112456","MA",2014,356,25,1260.69,1269.32,1034.96,1.23
"2112456","MA",2016,356,41,1604.05,1301.18,1204.01,1.08
"2112506","MA",2012,3812,1901,696.94,1238.2,177.27,6.98
"2112506","MA",2014,4158,3118,585.13,1720.26,171.07,10.06
"2112506","MA",2016,4202,2242,1044.42,1924.05,348.22,5.53
"2112605","MA",2012,1461,893,1789.88,2911,2074.82,1.4
"2112605","MA",2014,2143,1451,3633.66,6068.37,4463.67,1.36
"2112605","MA",2016,2296,1483,3310.13,5268.27,3659.47,1.44
"2112704","MA",2012,2042,595,1230.17,1205.96,826.51,1.46
"2112704","MA",2014,2102,711,1398.58,1173.69,950.75,1.23
"2112704","MA",2016,1981,736,1722.58,1378.97,1223.05,1.13
"2112803","MA",2012,1881,908,963.84,1172.73,877.32,1.34
"2112803","MA",2014,1900,871,1290.79,1220.05,1049.46,1.16
"2112803","MA",2016,1977,1026,1554.64,1743.94,1288.36,1.35
"2112852","MA",2012,501,215,1166.84,916.33,846.12,1.08
"2112852","MA",2014,968,592,1357.86,1100.16,1181.98,0.93
"2112852","MA",2016,1761,1342,2127.2,2814.31,2355.18,1.19
"2112902","MA",2012,1419,317,940.26,1103.03,891.75,1.24
"2112902","MA",2014,1408,320,1167.9,1346.25,1056.7,1.27
"2112902","MA",2016,2069,968,2332,4587.29,2691.11,1.7
"2113009","MA",2012,1247,369,1036.43,1059.97,803.01,1.32
"2113009","MA",2014,1475,440,1236.49,1151.54,918.38,1.25
"2113009","MA",2016,1466,510,1440.72,1196.53,1069.53,1.12
"2114007","MA",2012,2211,1003,1097.23,1364.06,934.36,1.46
"2114007","MA",2014,1064,1047,1181.77,1498.09,1113.73,1.35
"2114007","MA",2016,1044,1031,1354.09,1704.42,1309.14,1.3
"3100104","MG",2012,1249,961,913.63,875.53,952.22,0.92
"3100104","MG",2014,4571,4291,1345.77,1346.6,1375.96,0.98
"3100104","MG",2016,2741,2483,1354.17,1332.28,1361.07,0.98
"3100203","MG",2012,4499,3665,999.66,962.03,908.67,1.06
"3100203","MG",2014,4542,3708,1164.02,1135.3,1080.21,1.05
"3100203","MG",2016,4077,3262,1413,1400.12,1314.46,1.07
"3100302","MG",2012,1521,1322,1227.45,960.98,1541.63,0.62
"3100302","MG",2014,1738,1180,1100.83,1099.6,1018.61,1.08
"3100302","MG",2016,1586,1209,1309.51,1331.39,1180.91,1.13
"3100401","MG",2012,322,322,1050.44,1091.59,941.94,1.16
"3100401","MG",2014,410,215,1198.47,1153.29,1052.37,1.1
"3100401","MG",2016,418,223,1288.58,1161.5,1108.49,1.05
"3100500","MG",2012,546,302,943.74,886.81,884.1,1
"3100500","MG",2014,637,398,1078.8,1038.13,970.17,1.07
"3100500","MG",2016,445,257,1358.53,1239.12,1228.1,1.01
"3100609","MG",2012,860,408,952.5,812,810.4,1
"3100609","MG",2014,751,463,1112.23,1021.53,1032.71,0.99
"3100609","MG",2016,923,469,1314.97,1222.97,1163.33,1.05
"3100708","MG",2012,392,387,1582.67,1614.39,1429.03,1.13
"3100708","MG",2014,426,425,1569.96,1739.01,1257.89,1.38
"3100708","MG",2016,432,284,1969.84,1634.16,1279.48,1.28
"3100807","MG",2012,806,526,926.22,782.36,755.39,1.04
"3100807","MG",2014,846,586,1044.49,939.02,895.79,1.05
"3100807","MG",2016,719,396,1234.05,1100.94,1064.39,1.03
"3100906","MG",2012,1533,1017,1005.03,1254.55,899.91,1.39
"3100906","MG",2014,1728,1125,1222.52,1580.32,1039,1.52
"3100906","MG",2016,1974,1161,1486.87,1956.59,1214.98,1.61
"3101003","MG",2012,842,487,872,960.21,786.57,1.22
"3101003","MG",2014,919,564,976.89,1037.91,1029.83,1.01
"3101003","MG",2016,1051,628,1335.02,1471.74,1280.33,1.15
"3101102","MG",2012,3074,2167,1083.17,1076.08,1083.52,0.99
"3101102","MG",2014,3164,2205,1267.71,1176.46,1260.03,0.93
"3101102","MG",2016,3035,2229,1596.18,1564.14,1606.64,0.97
"3101201","MG",2012,745,544,981.71,943.14,792.54,1.19
"3101201","MG",2014,892,634,1167.7,1120.62,978.99,1.14
"3101201","MG",2016,800,638,1461.37,1398.21,1192.03,1.17
"3101300","MG",2012,306,90,1261.67,1220.25,864.19,1.41
"3101300","MG",2014,368,113,1424.27,1089.39,1083.84,1.01
"3101300","MG",2016,331,124,1576.78,1221.73,1327.33,0.92
"3101409","MG",2012,387,177,1014.67,953.67,684.47,1.39
"3101409","MG",2014,370,173,1192.68,1102.71,844.82,1.31
"3101409","MG",2016,406,218,1459.82,1338.54,1193.41,1.12
"3101508","MG",2012,5884,5014,1136.84,1185.33,929.01,1.28
"3101508","MG",2014,6281,5369,1226.21,1315.61,996.46,1.32
"3101508","MG",2016,5988,5108,1434.93,1542,1166.88,1.32
"3101607","MG",2012,18950,16936,1299.42,1180.37,1042.59,1.13
"3101607","MG",2014,20470,17888,1521.58,1380.7,1190.76,1.16
"3101607","MG",2016,19490,17235,1862.87,1727.87,1407.7,1.23
"3101631","MG",2012,700,514,1051.47,828.72,794.48,1.04
"3101631","MG",2014,918,701,1137.9,1038.77,933.66,1.11
"3101631","MG",2016,806,609,1358.48,1192.37,1183.96,1.01
"3101706","MG",2012,5008,3833,990.75,1141.53,854.83,1.34
"3101706","MG",2014,5258,3767,1178.03,1212.01,1047.23,1.16
"3101706","MG",2016,4950,3602,1424.26,1416.18,1276.17,1.11
"3101805","MG",2012,729,346,861.56,950.44,868.35,1.09
"3101805","MG",2014,917,464,1124.01,1158.1,1056.9,1.1
"3101805","MG",2016,871,444,1362.03,1661.58,1211.16,1.37
"3101904","MG",2012,2863,2417,1105.03,1024.74,999.5,1.03
"3101904","MG",2014,2585,2179,1275.29,1195.56,1184.93,1.01
"3101904","MG",2016,2503,2087,1490.28,1410.93,1344.57,1.05
"3102001","MG",2012,1273,853,924.42,894.47,770.68,1.16
"3102001","MG",2014,1553,1049,1057.58,1017.82,930.21,1.09
"3102001","MG",2016,1469,1032,1278.63,1209.28,1033.78,1.17
"3102050","MG",2012,490,246,923.94,761.07,588.88,1.29
"3102050","MG",2014,561,289,1140.26,936,944.56,0.99
"3102050","MG",2016,536,274,1399.63,1143.1,1024.7,1.12
"3102100","MG",2012,677,381,961.11,803.42,729.71,1.1
"3102100","MG",2014,817,392,1195.28,999.94,1224.21,0.82
"3102100","MG",2016,761,527,1426.52,1209.8,1271.3,0.95
"3102209","MG",2012,263,41,996.77,765.5,871.7,0.88
"3102209","MG",2014,330,37,1089.13,1045.85,1047.73,1
"3102209","MG",2016,74,44,1285.04,1077.34,1175.38,0.92
"3102308","MG",2012,2331,1966,1110.04,1214.55,1039.88,1.17
"3102308","MG",2014,2566,2205,1235.59,1433.71,1065.04,1.35
"3102308","MG",2016,2396,2046,1535.54,1726.59,1439.26,1.2
"3102407","MG",2012,385,322,1551.58,2008.13,1646.12,1.22
"3102407","MG",2014,243,183,1917.14,2100.08,1900.55,1.1
"3102407","MG",2016,413,150,1597.12,918.75,1419.51,0.65
"3102506","MG",2012,416,149,1026.63,783.32,824.45,0.95
"3102506","MG",2014,402,193,1175.73,937.73,862.25,1.09
"3102506","MG",2016,357,203,1415.41,1284.29,1100.33,1.17
"3102605","MG",2012,9264,8548,1093.26,1053.18,913.68,1.15
"3102605","MG",2014,9889,8861,1256.01,1201.44,1072.44,1.12
"3102605","MG",2016,10639,9756,1532.15,1482.06,1338.93,1.11
"3102704","MG",2012,748,514,979.52,1039.26,848.66,1.22
"3102704","MG",2014,757,534,1052.76,1050.39,1023.18,1.03
"3102704","MG",2016,588,375,1317.54,1353.41,1220.86,1.11
"3102803","MG",2012,1477,1131,976.91,1003.25,825.25,1.22
"3102803","MG",2014,1412,1219,1065.66,1104.56,966.49,1.14
"3102803","MG",2016,1692,1350,1448.26,1464.21,1396.62,1.05
"3102852","MG",2012,698,377,890.86,942.24,814.24,1.16
"3102852","MG",2014,659,393,1153.98,1343.74,1007.93,1.33
"3102852","MG",2016,590,305,1349.28,1458.23,1174.75,1.24
"3102902","MG",2012,1498,1138,982.89,963.24,878.45,1.1
"3102902","MG",2014,1620,1241,1197.09,1188.7,1006.89,1.18
"3102902","MG",2016,1300,960,1432.55,1432.66,1249.37,1.15
"3103009","MG",2012,1360,962,978.76,853.08,1014.32,0.84
"3103009","MG",2014,1274,823,1432.12,1079.1,1243.28,0.87
"3103009","MG",2016,1126,790,1653.88,1270.84,2302.73,0.55
"3103108","MG",2012,140,43,1199.97,717.98,829.86,0.87
"3103108","MG",2014,188,40,1428.27,944.04,843.95,1.12
"3103108","MG",2016,127,34,1650.2,1345.24,1039.68,1.29
"3103207","MG",2012,554,340,1049.16,1364.27,893.79,1.53
"3103207","MG",2014,550,319,1257.14,1254.13,1127.52,1.11
"3103207","MG",2016,528,338,1358.52,1142.65,1264.48,0.9
"3103306","MG",2012,196,54,1038.83,795.23,655.97,1.21
"3103306","MG",2014,245,57,1288.95,1463.16,719.53,2.03
"3103306","MG",2016,217,55,1560.32,1468.9,854.42,1.72
"3103405","MG",2012,3160,2636,1049.57,940.44,878.25,1.07
"3103405","MG",2014,3870,3036,1171.05,1237.55,1068.92,1.16
"3103405","MG",2016,3799,2935,1401.37,1848.37,1237.05,1.49
"3103504","MG",2012,21916,21593,1211.46,1201.25,1178.18,1.02
"3103504","MG",2014,22899,22425,1412.47,1430.45,1360.22,1.05
"3103504","MG",2016,22406,21790,1706.37,1743.46,1550.32,1.12
"3103603","MG",2012,363,137,945.21,964.41,726.93,1.33
"3103603","MG",2014,437,151,1048.57,893.21,898.11,0.99
"3103603","MG",2016,354,143,1211.54,981.26,1235.56,0.79
"3103702","MG",2012,487,193,940.63,788.25,642.06,1.23
"3103702","MG",2014,473,268,1072.45,937.32,826.38,1.13
"3103702","MG",2016,443,265,1290.64,1222.31,1071.12,1.14
"3103751","MG",2012,2629,1979,1665.8,2051.45,1625.74,1.26
"3103751","MG",2014,3179,2458,1931.85,2366.02,1773.91,1.33
"3103751","MG",2016,2975,2462,2342.81,2659.31,2229.98,1.19
"3103801","MG",2012,520,262,1206.82,1262.64,1520.82,0.83
"3103801","MG",2014,614,352,1345.33,1423.4,1608.84,0.88
"3103801","MG",2016,557,390,1628.65,1751.34,1726.4,1.01
"3103900","MG",2012,1829,1515,878.69,851.51,790.79,1.08
"3103900","MG",2014,1831,1523,1091.17,1022,1100.4,0.93
"3103900","MG",2016,1756,1474,1316.6,1277.89,1282.05,1
"3104007","MG",2012,26617,23854,1419.69,1545.49,1313.19,1.18
"3104007","MG",2014,28926,25290,1716.28,1880.49,1663.85,1.13
"3104007","MG",2016,29362,25457,2044.78,2198.12,1950.26,1.13
"3104106","MG",2012,2405,2055,1146.1,1120.16,972.19,1.15
"3104106","MG",2014,2464,2139,1392.48,1382.32,1172.95,1.18
"3104106","MG",2016,2182,1832,1610.85,1604.68,1357.11,1.18
"3104205","MG",2012,10019,9180,1189.57,1208.4,1058.95,1.14
"3104205","MG",2014,11325,10084,1480.96,1486.88,1339.28,1.11
"3104205","MG",2016,10303,9684,1912.79,1887.17,1730.78,1.09
"3104304","MG",2012,1820,1375,979.08,930.46,877.68,1.06
"3104304","MG",2014,1864,1416,1176.67,1113.68,1037.48,1.07
"3104304","MG",2016,1706,1316,1395.87,1361.34,1226.75,1.11
"3104403","MG",2012,440,224,1043.24,688.77,720.87,0.96
"3104403","MG",2014,457,219,1232.87,1059.66,850.23,1.25
"3104403","MG",2016,439,242,1315.47,1236.75,1060.68,1.17
"3104452","MG",2012,208,31,1081.38,1145.97,759.74,1.51
"3104452","MG",2014,261,53,1514.79,1005.79,1294.32,0.78
"3104452","MG",2016,235,69,1758.24,1270.92,1675.69,0.76
"3104502","MG",2012,1459,942,1091.44,1227.58,972.75,1.26
"3104502","MG",2014,1653,962,1310.89,1592.05,1129.52,1.41
"3104502","MG",2016,1400,946,1419.69,1552.42,1347.31,1.15
"3104601","MG",2012,4093,3914,835.02,843.92,814.9,1.04
"3104601","MG",2014,4139,3994,1027.73,1059.38,916.16,1.16
"3104601","MG",2016,3933,3558,1205.23,1244.91,1076.74,1.16
"3104700","MG",2012,969,485,984.01,1172.23,867.51,1.35
"3104700","MG",2014,1016,614,1169.41,1315.94,1001.72,1.31
"3104700","MG",2016,1006,630,1539.83,1862.64,1261.22,1.48
"3104809","MG",2012,572,407,954.66,1167.57,855.59,1.36
"3104809","MG",2014,612,450,1037.74,1153.67,925.01,1.25
"3104809","MG",2016,550,331,1308.85,1377.01,1152.35,1.19
"3104908","MG",2012,3295,2577,965.42,953,852,1.12
"3104908","MG",2014,3335,2623,1131.47,1117.03,987.08,1.13
"3104908","MG",2016,3304,2701,1376.43,1350.14,1180.67,1.14
"3105004","MG",2012,2167,1928,2090.62,1364.67,2443.6,0.56
"3105004","MG",2014,1780,1418,1379.11,1118.75,1538.9,0.73
"3105004","MG",2016,1280,907,1474.37,1218.15,1576.51,0.77
"3105103","MG",2012,3736,3417,1295.26,1142.49,1468.86,0.78
"3105103","MG",2014,3918,3612,1465.93,1449.79,1526.33,0.95
"3105103","MG",2016,4042,3799,1766.53,1805.76,1803.78,1
"3105202","MG",2012,229,46,1031.63,1158.25,813.81,1.42
"3105202","MG",2014,331,51,1175.32,1163.37,947.79,1.23
"3105202","MG",2016,352,66,1397.54,1209.81,1028.24,1.18
"3105301","MG",2012,825,657,840.77,761.53,789.07,0.97
"3105301","MG",2014,1104,877,989.48,911.31,856.7,1.06
"3105301","MG",2016,895,683,1251.74,1130.42,1005.29,1.12
"3105400","MG",2012,4249,3175,1389.68,1694.48,1000.2,1.69
"3105400","MG",2014,4686,3603,1679,2121.32,1149.14,1.85
"3105400","MG",2016,4177,3206,2004.49,2400.77,1421.79,1.69
"3105509","MG",2012,599,294,861.67,724.98,635.05,1.14
"3105509","MG",2014,697,407,997.51,891.92,832.42,1.07
"3105509","MG",2016,592,329,1291.35,1344.19,880.66,1.53
"3105608","MG",2012,26989,22900,1274.95,1105.34,933.59,1.18
"3105608","MG",2014,27686,23991,1460.31,1287.92,1079.31,1.19
"3105608","MG",2016,26646,23081,1743.17,1545.02,1306.97,1.18
"3105707","MG",2012,562,236,988.78,951.43,811.44,1.17
"3105707","MG",2014,517,236,1200.94,979.91,974.17,1.01
"3105707","MG",2016,536,262,1390.89,1161.36,1040.79,1.12
"3105905","MG",2012,3368,2823,1434,1617.35,1272.8,1.27
"3105905","MG",2014,3513,2736,1648.01,1856.33,1392.13,1.33
"3105905","MG",2016,2993,2565,2179.82,2433.46,2379.99,1.02
"3106002","MG",2012,790,782,1462.8,1471.66,1235.15,1.19
"3106002","MG",2014,955,948,1388.59,1363.93,1275.95,1.07
"3106002","MG",2016,1161,1154,1942.11,1890.3,1963.69,0.96
"3106101","MG",2012,573,428,980.76,988.67,763.09,1.3
"3106101","MG",2014,651,512,1178.85,1205.23,955.82,1.26
"3106101","MG",2016,494,493,1346.24,1548.61,1135.7,1.36
"3106200","MG",2012,1411147,1055907,1869.94,1837.14,1328.18,1.38
"3106200","MG",2014,1354683,1014764,2229.55,2223.12,1530.96,1.45
"3106200","MG",2016,1176985,883968,2761.46,2782,1826.22,1.52
"3106309","MG",2012,6196,5232,1619.2,2257.85,1475.11,1.53
"3106309","MG",2014,5971,5021,1983.91,2247.52,1885.49,1.19
"3106309","MG",2016,6415,5452,2618.55,2880.73,2512.59,1.15
"3106408","MG",2012,648,384,1180.69,1002.35,1050.21,0.95
"3106408","MG",2014,870,614,1381.44,1447.66,1189.54,1.22
"3106408","MG",2016,747,526,1664.63,1679.21,1400.48,1.2
"3106507","MG",2012,1583,1344,1184.92,1281.52,1020.04,1.26
"3106507","MG",2014,3254,3022,1631.32,1779.02,1572.43,1.13
"3106507","MG",2016,483,208,1413.75,1502.13,1156.75,1.3
"3106606","MG",2012,195,64,833.06,778.6,831.93,0.94
"3106606","MG",2014,239,71,1128.03,1032.46,1036.68,1
"3106606","MG",2016,335,72,1378.16,1686.13,1198.16,1.41
"3106655","MG",2012,477,192,847.7,876.75,830.78,1.06
"3106655","MG",2014,519,337,965.41,908.34,920.36,0.99
"3106655","MG",2016,412,136,1267.72,1343.77,1217.31,1.1
"3106705","MG",2012,121364,108885,1924.66,2009.94,1755.34,1.15
"3106705","MG",2014,121269,108501,2237.36,2461.98,1973.3,1.25
"3106705","MG",2016,100771,88948,2634.72,3139.81,2254.93,1.39
"3106804","MG",2012,348,144,1058.12,1222.34,712.46,1.72
"3106804","MG",2014,351,145,1259.49,1490.33,931.11,1.6
"3106804","MG",2016,295,115,1480.21,1422.43,958.8,1.48
"3106903","MG",2012,2293,2029,836.27,823.17,748.41,1.1
"3106903","MG",2014,3032,2405,971.68,971.7,862.77,1.13
"3106903","MG",2016,2733,2506,1194.02,1207.16,1049.97,1.15
"3107000","MG",2012,383,172,989.64,842.03,1651.1,0.51
"3107000","MG",2014,361,152,1240.91,1110.05,1813.69,0.61
"3107000","MG",2016,331,145,1490.8,1496.04,1572.65,0.95
"3107109","MG",2012,6665,5515,978.1,917.49,841.91,1.09
"3107109","MG",2014,6945,5828,1148.69,1120.76,976.5,1.15
"3107109","MG",2016,7068,6086,1391.11,1343.28,1202.84,1.12
