"id_municipio","sigla_uf","ano","emprego_total","emprego_vinculo_clt","salario_medio","salario_medio_brancos","salario_medio_negros","razao_salario_medio"
"2501302","PB",2014,1167,193,1222.88,1074.11,1262.44,0.85
"2501302","PB",2016,1248,196,1297.64,1257.67,1130.73,1.11
"2501351","PB",2012,357,48,963.06,738.99,656.37,1.13
"2501351","PB",2014,324,52,1195.18,1189.51,706.18,1.68
"2501351","PB",2016,342,60,1427.12,1255.14,966.3,1.3
"2501401","PB",2012,463,73,1063.23,880.67,822.75,1.07
"2501401","PB",2014,541,68,1208.8,1026.32,1082.46,0.95
"2501401","PB",2016,94,79,1181.29,1243.15,1178.88,1.05
"2501500","PB",2012,1246,336,884.56,958.54,883.69,1.08
"2501500","PB",2014,1282,454,1073.28,1102.39,1106.77,1
"2501500","PB",2016,1302,490,1330.79,1300.61,1343.51,0.97
"2501534","PB",2012,295,15,1172.46,1068.85,1423.45,0.75
"2501534","PB",2014,288,13,1281.22,1127.06,1043.45,1.08
"2501534","PB",2016,262,20,1528.94,1358.44,1321.5,1.03
"2501575","PB",2012,504,82,1160.38,1170.24,1674.6,0.7
"2501575","PB",2014,619,164,1429.82,1580.55,1684.38,0.94
"2501575","PB",2016,592,134,1754.28,2451.09,1910.41,1.28
"2501609","PB",2012,933,128,1277.46,1379.21,1029.8,1.34
"2501609","PB",2014,168,167,1341.56,1884.95,1358.37,1.39
"2501609","PB",2016,785,149,1797.94,1719.24,1450.43,1.19
"2501708","PB",2012,344,9,1048.83,674.51,856.26,0.79
"2501708","PB",2014,363,43,1154.76,857.86,794.28,1.08
"2501708","PB",2016,400,42,1417.03,1311.21,959.97,1.37
"2501807","PB",2012,8677,6381,1090.02,1228.5,972.08,1.26
"2501807","PB",2014,10166,7633,1313.36,1538.42,1208.94,1.27
"2501807","PB",2016,9315,7046,1561.68,1947.61,1462.49,1.33
"2501906","PB",2012,1103,418,945.74,983.33,931.99,1.06
"2501906","PB",2014,1344,484,1058.23,1102.23,989.5,1.11
"2501906","PB",2016,924,545,1210.91,1285.12,1196.2,1.07
"2502003","PB",2012,370,37,1128.01,845.59,895.11,0.94
"2502003","PB",2014,400,58,1251.5,979.1,1188.1,0.82
"2502003","PB",2016,418,84,1485.8,1130.26,1644.84,0.69
"2502052","PB",2012,284,11,1079.94,815.4,828.99,0.98
"2502052","PB",2014,326,14,1265.77,1168.3,1039.03,1.12
"2502052","PB",2016,304,18,1665.03,1382.38,1253.68,1.1
"2502102","PB",2012,389,39,891.41,924.87,662.45,1.4
"2502102","PB",2014,528,29,1019.12,1266.8,780.22,1.62
"2502102","PB",2016,444,13,1222.49,2274.04,794.1,2.86
"2502151","PB",2012,951,513,1164.49,1179.36,1136.71,1.04
"2502151","PB",2014,1006,549,1296.39,1346.91,1252.79,1.08
"2502151","PB",2016,960,510,1600.93,1944.72,1490.29,1.3
"2502201","PB",2012,176,10,1090.46,659.66,2020.33,0.33
"2502201","PB",2014,212,17,1299.13,844.48,1389.02,0.61
"2502201","PB",2016,264,47,1233.95,942.26,1036.58,0.91
"2502300","PB",2012,291,13,1210.38,1163.95,1168.56,1
"2502300","PB",2014,305,21,1195.61,1447.93,1129.45,1.28
"2502300","PB",2016,309,21,1442.11,2326.16,1352.32,1.72
"2502409","PB",2012,720,49,1039.06,1448.66,1500.22,0.97
"2502409","PB",2014,534,70,1371.04,1937.65,1619.36,1.2
"2502409","PB",2016,570,84,1733.89,1558.41,2454.25,0.63
"2502508","PB",2012,889,300,1075.88,1130.57,949.17,1.19
"2502508","PB",2014,1172,593,1223.61,1241.15,1020.37,1.22
"2502508","PB",2016,1286,721,1537.65,1603.85,1287.35,1.25
"2502607","PB",2012,519,32,1060.33,1060.65,606.95,1.75
"2502607","PB",2014,539,47,1167.54,1178.06,815.38,1.44
"2502607","PB",2016,60,45,1166.95,1379.13,977.24,1.41
"2502706","PB",2012,295,21,1073.37,766.26,996.98,0.77
"2502706","PB",2014,420,30,1197.9,942.07,979.76,0.96
"2502706","PB",2016,431,22,1393.34,1049.41,1088.83,0.96
"2502805","PB",2012,634,108,1120.69,1319.79,1407.6,0.94
"2502805","PB",2014,733,161,1363.89,1262.42,1923.26,0.66
"2502805","PB",2016,734,156,1641.21,1630.5,1679.03,0.97
"2502904","PB",2012,410,406,691.62,664.91,811.08,0.82
"2502904","PB",2014,420,415,789.03,777.79,858.16,0.91
"2502904","PB",2016,275,84,1398.22,1041.48,1171.18,0.89
"2503001","PB",2012,4671,3105,1220.47,2206.77,1097.96,2.01
"2503001","PB",2014,4527,3037,1462.25,2128.66,1340.6,1.59
"2503001","PB",2016,3704,2251,1801.23,2794.8,1670.35,1.67
"2503100","PB",2012,226,86,1020.35,1179.59,1169.37,1.01
"2503100","PB",2014,295,130,1291.07,1372.07,1484.7,0.92
"2503100","PB",2016,280,87,1696.66,2319.42,1845.89,1.26
"2503209","PB",2012,18582,14946,1408.04,1649.41,1076.14,1.53
"2503209","PB",2014,21228,16439,1679.38,1958.38,1231.58,1.59
"2503209","PB",2016,19335,14356,2196.53,2584.73,1569.1,1.65
"2503308","PB",2012,484,150,1086.26,1016.25,845.65,1.2
"2503308","PB",2014,491,152,1187.15,1183.47,1050.56,1.13
"2503308","PB",2016,471,165,1334.18,1203.11,1268.41,0.95
"2503407","PB",2012,224,9,845.01,1449.43,808.09,1.79
"2503407","PB",2014,326,21,1138.31,937.2,917.45,1.02
"2503407","PB",2016,271,20,1339.65,1904.18,1034.02,1.84
"2503506","PB",2012,727,87,1126.42,1511.2,734.28,2.06
"2503506","PB",2014,699,86,1353.77,1968,911.43,2.16
"2503506","PB",2016,610,92,1579.04,1561.92,1156.53,1.35
"2503555","PB",2012,501,18,1121.85,642.08,1806.86,0.36
"2503555","PB",2014,569,54,1292.34,1049.11,1815.36,0.58
"2503555","PB",2016,541,40,1495.65,1076.05,1284.95,0.84
"2503605","PB",2012,356,65,1071.13,1226.65,1423.65,0.86
"2503605","PB",2014,500,200,1078.6,942.11,963.16,0.98
"2503605","PB",2016,428,112,1405.61,1566.9,1088.19,1.44
"2503704","PB",2012,6948,5575,1093.9,988.91,1220.15,0.81
"2503704","PB",2014,7755,6195,1269.11,1202.1,1145.49,1.05
"2503704","PB",2016,7704,6190,1519.69,1416.08,1370.19,1.03
"2503753","PB",2012,319,26,1142.69,2049.72,2869.02,0.71
"2503753","PB",2014,323,19,1434.11,4940.94,3176.29,1.56
"2503753","PB",2016,283,15,1778.34,5160.98,4436.16,1.16
"2503803","PB",2012,487,193,918.68,812.49,854.66,0.95
"2503803","PB",2014,604,201,1069.73,1034.1,1017.52,1.02
"2503803","PB",2016,536,162,1284.61,1192.13,1294.52,0.92
"2503902","PB",2012,302,37,1096.81,994.5,677.15,1.47
"2503902","PB",2014,313,46,1228.23,1196.67,783.62,1.53
"2503902","PB",2016,287,65,1413.45,1363.7,971.56,1.4
"2504009","PB",2012,93350,78843,1227.23,1097.55,921.08,1.19
"2504009","PB",2014,104834,90653,1456.57,1346.55,1098.8,1.23
"2504009","PB",2016,101393,87283,1702.27,1591.04,1317.15,1.21
"2504033","PB",2012,364,51,1083.42,1682.43,798.85,2.11
"2504033","PB",2014,472,79,1234.84,1042.7,942.7,1.11
"2504033","PB",2016,575,76,1399.46,1238.16,1145.71,1.08
"2504074","PB",2012,260,12,889.53,1071.45,878.68,1.22
"2504074","PB",2014,274,17,1067.56,714.59,1033.61,0.69
"2504074","PB",2016,172,17,1334.82,1568.45,1169.34,1.34
"2504108","PB",2012,265,2,950.79,NA,1789.27,NA
"2504108","PB",2014,270,2,1194.16,724,1925.29,0.38
"2504108","PB",2016,229,5,1501.39,2432.96,2168.75,1.12
"2504157","PB",2012,487,17,1105.51,783.95,699.62,1.12
"2504157","PB",2014,471,15,1336.6,944.65,841.43,1.12
"2504157","PB",2016,399,358,1490.18,1294.36,1559.82,0.83
"2504207","PB",2012,337,130,977.72,1056.13,1035.8,1.02
"2504207","PB",2014,395,100,1298.41,1962.87,1071.56,1.83
"2504207","PB",2016,291,45,1374.55,1308.95,1245.05,1.05
"2504306","PB",2012,2798,1946,928.38,928.73,874.86,1.06
"2504306","PB",2014,3148,2362,1112.75,1127.27,1088.81,1.04
"2504306","PB",2016,3039,2233,1324.17,1523.12,1162.47,1.31
"2504355","PB",2012,444,211,1052.53,884.29,890.68,0.99
"2504355","PB",2014,608,367,1237.94,1255.88,1007.91,1.25
"2504355","PB",2016,602,265,1473.38,1458.99,1224.63,1.19
"2504405","PB",2012,1049,202,1132.24,1078.31,955.94,1.13
"2504405","PB",2014,1097,197,1277.68,1308.41,1074.71,1.22
"2504405","PB",2016,330,315,1292.33,1328.93,1319.92,1.01
"2504504","PB",2012,366,30,1130.7,1683.13,813.63,2.07
"2504504","PB",2014,363,44,1273.01,1983.41,857.83,2.31
"2504504","PB",2016,353,38,1551.48,2681,1362.86,1.97
"2504603","PB",2012,2842,2042,1142.15,1313.52,1096.88,1.2
"2504603","PB",2014,4300,3121,1407.51,1559.46,1383.44,1.13
"2504603","PB",2016,3777,3022,1790.93,1756.54,1912.6,0.92
"2504702","PB",2012,337,85,1039.43,962.42,750.58,1.28
"2504702","PB",2014,461,126,1042.33,930.77,934.95,1
"2504702","PB",2016,448,125,1302.64,1216.13,1064.01,1.14
"2504801","PB",2012,463,206,1248.09,1493.67,1281.15,1.17
"2504801","PB",2014,849,242,1344.38,1445.76,1397,1.03
"2504801","PB",2016,487,265,1452.62,1545.29,1339.48,1.15
"2504850","PB",2012,102,16,1127.72,932.77,682.82,1.37
"2504850","PB",2014,132,19,1430.23,1144.62,991.45,1.15
"2504850","PB",2016,149,27,1692.59,1429.38,1060.1,1.35
"2504900","PB",2012,1095,499,934.97,1164.62,831.19,1.4
"2504900","PB",2014,1248,633,1099.5,1677.58,994.43,1.69
"2504900","PB",2016,1262,653,1139.02,1727.89,948.98,1.82
"2505006","PB",2012,502,44,906.75,763.66,844.43,0.9
"2505006","PB",2014,522,100,1155.96,955.42,1154.29,0.83
"2505006","PB",2016,476,96,1457.65,1264.57,1311.15,0.96
"2505105","PB",2012,1361,280,1196.44,1020.9,911.32,1.12
"2505105","PB",2014,1430,379,1395.05,1276.73,1080.74,1.18
"2505105","PB",2016,1311,392,1600.68,1289.54,1275.12,1.01
"2505204","PB",2012,542,179,930.54,794.42,694.66,1.14
"2505204","PB",2014,548,164,1195.99,1055.2,839.4,1.26
"2505204","PB",2016,533,211,1623.04,1252.67,1724.39,0.73
"2505238","PB",2012,498,54,1009.1,894.22,821.73,1.09
"2505238","PB",2014,479,65,1204.55,1349.89,872.4,1.55
"2505238","PB",2016,430,113,1266.69,1153.06,1059.26,1.09
"2505279","PB",2012,308,23,1131.33,1095.09,738.3,1.48
"2505279","PB",2014,328,35,1209.47,1348.59,980.91,1.37
"2505279","PB",2016,311,42,1439,983.1,1119.69,0.88
"2505303","PB",2012,141,2,1065.11,1193.98,1732.49,0.69
"2505303","PB",2014,216,3,1266.67,1311.53,3761.4,0.35
"2505303","PB",2016,205,3,1427.88,1970.02,4423.54,0.45
"2505352","PB",2012,243,7,1338.41,800.9,1347.21,0.59
"2505352","PB",2014,275,8,1512.74,884.39,1615.87,0.55
"2505352","PB",2016,15,14,1216.52,1069.83,1474.36,0.73
"2505402","PB",2012,506,47,1084.62,930.24,762.63,1.22
"2505402","PB",2014,565,56,1139.59,899.84,888,1.01
"2505402","PB",2016,449,55,1427.86,1239.73,1017.69,1.22
"2505501","PB",2012,290,14,929.54,1253.36,836.92,1.5
"2505501","PB",2014,302,19,1141.98,1410,955.2,1.48
"2505501","PB",2016,336,22,1454.59,2056.04,1998.35,1.03
"2505600","PB",2012,381,25,953.23,1120.91,1023.1,1.1
"2505600","PB",2014,338,47,1339.88,1104.82,988.66,1.12
"2505600","PB",2016,337,38,1820.29,3477.83,1342.53,2.59
"2505709","PB",2012,464,37,1549.59,961.75,791.4,1.22
"2505709","PB",2014,462,54,1761.7,1208.63,958.25,1.26
"2505709","PB",2016,434,65,2026.87,1189.61,1093.56,1.09
"2505808","PB",2012,298,81,958.33,785.57,779.75,1.01
"2505808","PB",2014,320,57,1145.77,1029.43,958.1,1.07
"2505808","PB",2016,356,71,1381.52,900.98,1145,0.79
"2505907","PB",2012,343,10,962.87,1920.71,868.05,2.21
"2505907","PB",2014,298,12,1197.95,1732.34,1159.98,1.49
"2505907","PB",2016,284,9,1435.24,2400.92,1088.94,2.2
"2506004","PB",2012,3732,2840,1009.03,982.82,1019.03,0.96
"2506004","PB",2014,4093,3175,1214.52,1192.38,1169.66,1.02
"2506004","PB",2016,3517,2748,1407.69,1330.31,1329.64,1
"2506103","PB",2012,627,79,1106.72,1152.28,832.55,1.38
"2506103","PB",2014,629,104,1413.03,1167.73,1166.35,1
"2506103","PB",2016,514,72,1731.05,1522.19,1292.91,1.18
"2506202","PB",2012,247,29,1099.9,1330.07,928.66,1.43
"2506202","PB",2014,288,50,1270.96,1318.32,824.89,1.6
"2506202","PB",2016,297,47,1484.63,1715.48,1234.29,1.39
"2506251","PB",2012,416,16,1129.68,810.95,1030.18,0.79
"2506251","PB",2014,505,124,1243.45,961.7,887.18,1.08
"2506251","PB",2016,588,106,1476.43,1147.62,1112.25,1.03
"2506301","PB",2012,8868,7677,894.7,948.26,826.43,1.15
"2506301","PB",2014,10040,8347,1096.68,1164.67,996.16,1.17
"2506301","PB",2016,9553,7904,1291.91,1389.33,1203.34,1.15
"2506400","PB",2012,952,364,1078.16,1122.31,833.92,1.35
"2506400","PB",2014,1225,451,1353.61,1937.22,1418.17,1.37
"2506400","PB",2016,1250,470,1504.56,1791.6,1456.99,1.23
"2506509","PB",2012,261,26,937.55,709.24,966.79,0.73
"2506509","PB",2014,368,126,1052.04,1209.77,1052.9,1.15
"2506509","PB",2016,386,130,1257.53,1429.74,1268.92,1.13
"2506608","PB",2012,380,22,1105.96,1274.27,1093.78,1.17
"2506608","PB",2014,361,26,1295.81,1412.16,1379.76,1.02
"2506608","PB",2016,368,37,1547.75,1636.78,1402.57,1.17
"2506707","PB",2012,507,36,1189.39,1387.58,917.33,1.51
"2506707","PB",2014,574,43,1361.97,1532.83,973.92,1.57
"2506707","PB",2016,524,40,1691.11,1728.77,1281.4,1.35
"2506806","PB",2012,1543,523,950.74,770.79,758.25,1.02
"2506806","PB",2014,1696,907,1111.87,931.2,981.5,0.95
"2506806","PB",2016,1685,997,1331.23,1245.89,1144.3,1.09
"2506905","PB",2012,1875,926,955.42,1081.5,853.25,1.27
"2506905","PB",2014,2463,988,1186.01,1467.6,1055.09,1.39
"2506905","PB",2016,1789,1059,1370.31,1568.78,1237.61,1.27
"2507002","PB",2012,2636,1736,931.66,868.61,845.2,1.03
"2507002","PB",2014,2967,1849,1086.43,1054.56,990.73,1.06
"2507002","PB",2016,2670,1634,1353.71,1305.48,1254.32,1.04
"2507101","PB",2012,963,257,958.6,874.08,817.15,1.07
"2507101","PB",2014,1146,310,1173.6,1087.02,999.55,1.09
"2507101","PB",2016,1222,447,1319.01,1050.91,1148.2,0.92
"2507200","PB",2012,820,292,903.6,875.68,825.93,1.06
"2507200","PB",2014,728,270,1200.44,1037.17,989.2,1.05
"2507200","PB",2016,886,311,1471.5,1291.34,1175.05,1.1
"2507309","PB",2012,727,182,909.27,957.23,832.17,1.15
"2507309","PB",2014,853,201,1154.88,1141.02,932.68,1.22
"2507309","PB",2016,1086,202,1653.32,1463.77,1164.78,1.26
"2507408","PB",2012,443,54,978.57,1181.84,836.4,1.41
"2507408","PB",2014,484,59,1201.9,1509.56,885.26,1.71
"2507408","PB",2016,451,74,1320.99,1892.01,1325.59,1.43
"2507507","PB",2012,293220,162330,1538.25,1251.13,1027.28,1.22
"2507507","PB",2014,302603,178556,1771.32,1550.21,1214.65,1.28
"2507507","PB",2016,276226,159681,2134.53,1900.15,1451,1.31
"2507606","PB",2012,532,44,977.56,920.28,953.52,0.97
"2507606","PB",2014,523,46,1288.09,1218.71,1159.05,1.05
"2507606","PB",2016,478,51,1485.59,1181.16,1085.05,1.09
"2507705","PB",2012,1280,382,959.13,991.76,857.7,1.16
"2507705","PB",2014,1187,416,1153.54,1202.84,1043.69,1.15
"2507705","PB",2016,1264,394,1345.51,1336.45,1251.22,1.07
"2507804","PB",2012,509,207,962.31,845.13,765.96,1.1
"2507804","PB",2014,718,352,1071.09,1046.31,968.09,1.08
"2507804","PB",2016,613,290,1298.73,1424.57,1110.66,1.28
"2507903","PB",2012,987,396,817.76,465.68,724.8,0.64
"2507903","PB",2014,1188,562,937.25,699.42,782.57,0.89
"2507903","PB",2016,1132,465,1125.12,971.23,877.39,1.11
"2508000","PB",2012,431,24,1005.41,1165.4,1204.32,0.97
"2508000","PB",2014,512,25,1503.12,1146.87,1095.82,1.05
"2508000","PB",2016,442,23,1826.69,1370.71,920.63,1.49
"2508109","PB",2012,279,15,976.27,1338.06,1370.86,0.98
"2508109","PB",2014,290,22,1074.11,1033.81,924.34,1.12
"2508109","PB",2016,239,27,1299.36,1132.73,1368.66,0.83
"2508208","PB",2012,369,20,971.34,2158.23,1331.3,1.62
"2508208","PB",2014,475,53,1047.03,2851.66,959.92,2.97
"2508208","PB",2016,560,47,1623.95,3588.03,1092.61,3.28
"2508307","PB",2012,1738,601,1080.01,1163.26,860.43,1.35
"2508307","PB",2014,2131,774,1286.05,1148,1005.27,1.14
"2508307","PB",2016,2077,858,1556.87,1447.67,1151.93,1.26
"2508406","PB",2012,216,20,900.37,1082.78,859.88,1.26
"2508406","PB",2014,254,10,1212.13,1480.83,1179.27,1.26
"2508406","PB",2016,163,10,1375.01,2068.61,759.37,2.72
"2508505","PB",2012,42,29,1408.82,1849.83,624.81,2.96
"2508505","PB",2014,390,39,1194.68,1394.91,876.45,1.59
"2508505","PB",2016,410,52,1459.83,1155.68,1413.98,0.82
"2508554","PB",2012,219,5,1025.3,632.37,630.62,1
"2508554","PB",2014,231,13,1221.07,910.83,729.02,1.25
"2508554","PB",2016,220,17,1460.04,1017.75,708.89,1.44
"2508604","PB",2012,1779,1091,969.12,992.39,930.31,1.07
"2508604","PB",2014,2116,1374,1248.22,1332.96,1266.48,1.05
"2508604","PB",2016,2134,1352,1420.07,1443.62,1371.5,1.05
"2508703","PB",2012,268,9,1023.39,1047.16,894.78,1.17
"2508703","PB",2014,279,24,1196.72,960.11,1137.15,0.84
"2508703","PB",2016,265,9,1511.39,752.96,1489.92,0.51
"2508802","PB",2012,381,70,1099.07,883.75,824.47,1.07
"2508802","PB",2014,445,82,1202.76,1039.53,992.69,1.05
"2508802","PB",2016,464,100,1445.33,1190.94,1173.34,1.01
"2508901","PB",2012,6198,4705,1062.76,991.17,987.71,1
"2508901","PB",2014,6448,4973,1251.7,1195.65,1190.89,1
"2508901","PB",2016,6834,5706,1461.73,1475.36,1431.49,1.03
"2509008","PB",2012,509,40,972.18,927.07,905.45,1.02
"2509008","PB",2014,548,89,1291.78,1667.69,1507.88,1.11
"2509008","PB",2016,498,35,1450.65,1264.9,1263.87,1
"2509057","PB",2012,43,18,811.13,1236.4,831.08,1.49
"2509057","PB",2014,305,34,1307.65,1583.65,961.6,1.65
"2509057","PB",2016,354,33,1353.84,1188.22,1191.01,1
"2509107","PB",2012,1109,383,1001.86,885.6,871.33,1.02
"2509107","PB",2014,1215,349,1261.01,1195.76,1038.19,1.15
"2509107","PB",2016,1297,448,1475.21,2062.61,1156.64,1.78
"2509156","PB",2012,397,49,1131.54,1500.01,847.22,1.77
"2509156","PB",2014,564,43,1276.13,1463.8,1005.77,1.46
"2509156","PB",2016,659,56,1301.67,1378.93,1355.69,1.02
"2509206","PB",2012,803,133,1068.04,716.6,672.19,1.07
"2509206","PB",2014,898,196,1290.65,932.24,906.57,1.03
"2509206","PB",2016,759,119,1652.48,820.31,1042.51,0.79
"2509305","PB",2012,1372,1345,957.34,879.9,844.36,1.04
"2509305","PB",2014,1479,913,1414.62,2208.6,1166.2,1.89
"2509305","PB",2016,1104,698,1892.36,2753.85,2029.85,1.36
"2509339","PB",2012,122,20,1203.11,1589.9,852.19,1.87
"2509339","PB",2014,483,274,1182.8,1384.66,1038.89,1.33
"2509339","PB",2016,330,151,1436.82,1585.1,1224.75,1.29
"2509370","PB",2012,225,1,1029.73,NA,622,NA
"2509370","PB",2014,189,11,1173.18,NA,780.63,NA
"2509370","PB",2016,197,9,1376.56,NA,942.5,NA
"2509396","PB",2012,360,26,1111.92,815.67,772.03,1.06
"2509396","PB",2014,359,33,1298.62,906.92,939.98,0.96
"2509396","PB",2016,392,36,1692.66,959.3,1019.27,0.94
"2509404","PB",2012,1184,678,886.35,705.96,711.16,0.99
"2509404","PB",2014,1226,577,1229.01,1262.73,967.75,1.3
"2509404","PB",2016,1768,1159,1259.16,1013.58,1029.43,0.98
"2509503","PB",2012,349,125,1260.66,852.51,1871.64,0.46
"2509503","PB",2014,468,133,1204.87,930.16,1234.8,0.75
"2509503","PB",2016,397,72,1523.37,1486.63,1539.14,0.97
"2509602","PB",2012,247,137,964.3,1121.37,983.67,1.14
"2509602","PB",2014,306,43,1334.95,1184.75,1283.62,0.92
"2509602","PB",2016,254,32,1774.07,1644.48,1237,1.33
"2509701","PB",2012,1874,1013,1168.42,1108.7,784.82,1.41
"2509701","PB",2014,2236,1053,1328.48,1437.18,977.66,1.47
"2509701","PB",2016,2340,1298,1582.39,1667.8,1148.57,1.45
"2509800","PB",2012,600,219,944.75,796.48,807.59,0.99
"2509800","PB",2014,640,246,1111.85,956.04,931.81,1.03
"2509800","PB",2016,285,279,1071.1,1116.89,1066.57,1.05
"2509909","PB",2012,641,17,1105.74,2191.97,1076.33,2.04
"2509909","PB",2014,662,35,1262.7,1305.88,1165.83,1.12
"2509909","PB",2016,638,34,1642.11,1551.31,1500.47,1.03
"2510006","PB",2012,404,50,1040.03,1016.32,857.55,1.19
"2510006","PB",2014,417,40,1280.83,1170.7,954.77,1.23
"2510006","PB",2016,379,46,1644.11,1462.51,1212.99,1.21
"2510105","PB",2012,519,440,878.15,1111.29,811.2,1.37
"2510105","PB",2014,561,510,1253.43,1507.07,1144.23,1.32
"2510105","PB",2016,543,537,1400.31,1037.69,1437.61,0.72
"2510204","PB",2012,382,7,888.6,1246.65,902.45,1.38
"2510204","PB",2014,360,18,1127.31,1090.34,1363.11,0.8
"2510204","PB",2016,381,26,1637.98,1529.15,1142.36,1.34
"2510303","PB",2012,365,62,1099.94,1261.03,905.63,1.39
"2510303","PB",2014,439,93,1365.46,1562.45,1105.77,1.41
"2510303","PB",2016,432,101,1595.97,1888.36,1162.75,1.62
"2510402","PB",2012,424,23,882.79,1114.51,865.7,1.29
"2510402","PB",2014,446,27,1058.01,1349.7,825.75,1.63
"2510402","PB",2016,442,36,1325.07,1370.15,1123.85,1.22
"2510501","PB",2012,154,16,1138.75,1003.98,1294.83,0.78
"2510501","PB",2014,185,23,1267.79,1227.9,1086.68,1.13
"2510501","PB",2016,247,12,1540.95,1528.43,1309.17,1.17
"2510600","PB",2012,316,17,1008.03,1061.72,770.86,1.38
"2510600","PB",2014,267,23,1159.7,1384.56,829.56,1.67
"2510600","PB",2016,304,25,1329.99,1895.02,1048.36,1.81
"2510659","PB",2012,170,8,875.65,1586.73,647.7,2.45
"2510659","PB",2014,193,5,1103.33,1352.54,1077.37,1.26
"2510659","PB",2016,220,8,1253.15,1482.37,881.26,1.68
"2510709","PB",2012,326,19,869.99,811.08,888.65,0.91
"2510709","PB",2014,271,48,1069.43,903.72,1043.68,0.87
"2510709","PB",2016,258,38,1279.53,1161.81,1474.18,0.79
"2510808","PB",2012,13098,9090,985.87,1061.37,916.16,1.16
"2510808","PB",2014,13896,10688,1228.11,1396.16,1147.38,1.22
"2510808","PB",2016,14266,10548,1761.19,1958.02,1442.8,1.36
"2510907","PB",2012,522,88,1109.86,1101.79,981.58,1.12
"2510907","PB",2014,611,89,1340.77,1399.42,1074.1,1.3
"2510907","PB",2016,489,90,1550.09,1239.83,1912.69,0.65
"2511004","PB",2012,305,13,1082.01,2896.57,649,4.46
"2511004","PB",2014,373,37,1163.39,1731.83,948.09,1.83
"2511004","PB",2016,335,24,1339.4,1478.65,1082.27,1.37
"2511103","PB",2012,688,180,1098.43,1219.63,1040.71,1.17
"2511103","PB",2014,746,195,1479.18,1848.82,1220.07,1.52
"2511103","PB",2016,636,119,1831.97,1863.99,1349.99,1.38
"2511202","PB",2012,3942,2950,1014.78,1180.99,980.15,1.2
"2511202","PB",2014,5148,3369,1145.51,1471.21,1138.43,1.29
"2511202","PB",2016,5401,3618,1380.69,1613.87,1410.65,1.14
"2511301","PB",2012,741,340,961.64,1066.6,705.63,1.51
"2511301","PB",2014,989,408,1217.87,1167.43,942.31,1.24
"2511301","PB",2016,1495,368,1554.14,1442.47,1163.31,1.24
"2511400","PB",2012,1191,508,1273.77,1123.92,812.07,1.38
"2511400","PB",2014,1458,614,1528.62,1449.99,1142.75,1.27
"2511400","PB",2016,1334,555,1701.54,1522.59,1560.29,0.98
"2511509","PB",2012,788,217,985.79,1057.47,796.25,1.33
"2511509","PB",2014,1139,375,1177.71,1304.06,906.38,1.44
"2511509","PB",2016,955,379,1276.31,1472.75,953.73,1.54
"2511608","PB",2012,526,79,1044.99,932.36,680.06,1.37
"2511608","PB",2014,390,74,1239.91,1311.31,809.16,1.62
"2511608","PB",2016,335,72,1572.63,1529.91,1279.54,1.2
"2511707","PB",2012,334,36,954.62,759.26,613.19,1.24
"2511707","PB",2014,247,31,1252.57,723.99,787.15,0.92
"2511707","PB",2016,246,44,1630.52,1483.39,1010.26,1.47
"2511806","PB",2012,551,121,1118.31,1814.45,778.03,2.33
"2511806","PB",2014,597,147,1353.84,1901.09,1057.89,1.8
"2511806","PB",2016,533,147,1502.15,1822.96,1156.58,1.58
"2511905","PB",2012,137,107,1137.97,2330.08,937.86,2.48
"2511905","PB",2014,973,258,1742.87,2434.11,2520.53,0.97
"2511905","PB",2016,1135,442,2053.53,2294,2988.43,0.77
"2512002","PB",2012,1192,384,1110.76,925.8,848.5,1.09
"2512002","PB",2014,1213,386,1421.94,1339.96,965.08,1.39
"2512002","PB",2016,1272,394,1575.5,1460.58,1141.47,1.28
"2512036","PB",2012,283,12,1029.58,1275.04,1614.18,0.79
"2512036","PB",2014,364,51,1339.45,1554.53,1222.47,1.27
"2512036","PB",2016,358,50,1534.6,1602.34,1105.05,1.45
"2512077","PB",2012,417,32,1039.15,1058.81,1147.99,0.92
"2512077","PB",2014,449,44,1280.03,1291.84,920.32,1.4
"2512077","PB",2016,464,58,1523.32,1523.31,1074.22,1.42
"2512101","PB",2012,2080,1012,1103.22,1130.27,858.86,1.32
"2512101","PB",2014,2598,1259,1245.62,1273.21,1063.25,1.2
"2512101","PB",2016,2537,1333,1546.48,1449.55,1293.18,1.12
"2512200","PB",2012,344,29,1122.56,773.19,818.62,0.94
"2512200","PB",2014,284,54,1180.27,1014.53,758.17,1.34
"2512200","PB",2016,352,76,1302.73,1308.66,1058.24,1.24
"2512309","PB",2012,1467,673,1037.06,977.72,782.92,1.25
"2512309","PB",2014,1514,742,1181.05,1153.71,912.83,1.26
"2512309","PB",2016,1560,738,1427.63,1441.19,1088.59,1.32
"2512408","PB",2012,796,203,996.23,876.35,785.79,1.12
"2512408","PB",2014,766,277,1233.09,1177.63,950.71,1.24
"2512408","PB",2016,653,171,1504.33,1452.52,1282.56,1.13
"2512507","PB",2012,3088,2173,1053.2,1081.55,970.9,1.11
"2512507","PB",2014,3647,2572,1209.51,1228.53,1082.08,1.14
"2512507","PB",2016,3010,2051,1398.83,1402.84,1222.74,1.15
"2512606","PB",2012,241,4,1080.28,864.4,810.6,1.07
"2512606","PB",2014,306,44,1191.72,825.03,873,0.95
"2512606","PB",2016,249,9,1529.14,1047.07,892.66,1.17
