"id_municipio","sigla_uf","ano","raca_cor_nome","salario_medio"
"2701803","AL",2014,"Negra",1245.01424242424
"2701803","AL",2014,"Não identificado",1272.43870886076
"2701803","AL",2016,"Branca",891.147692307692
"2701803","AL",2016,"Indígena",1252.22
"2701803","AL",2016,"Negra",1305.68609756098
"2701803","AL",2016,"Não identificado",1798.00914786967
"2701902","AL",2012,"Amarela",731.09
"2701902","AL",2012,"Branca",957.701818181818
"2701902","AL",2012,"Negra",795.458842105263
"2701902","AL",2012,"Não identificado",1331.60440639269
"2701902","AL",2014,"Amarela",827.43
"2701902","AL",2014,"Branca",989.703703703704
"2701902","AL",2014,"Negra",860.850985915493
"2701902","AL",2014,"Não identificado",1334.26020366599
"2701902","AL",2016,"Amarela",1063.88
"2701902","AL",2016,"Branca",1245.7611627907
"2701902","AL",2016,"Negra",1746.65397260274
"2701902","AL",2016,"Não identificado",1730.23615034169
"2702009","AL",2012,"Branca",966.684615384616
"2702009","AL",2012,"Negra",864.041176470589
"2702009","AL",2012,"Não identificado",1128.01909819639
"2702009","AL",2014,"Amarela",1135.56
"2702009","AL",2014,"Branca",1451.93531914894
"2702009","AL",2014,"Negra",1434.16885714286
"2702009","AL",2014,"Não identificado",1433.93687366167
"2702009","AL",2016,"Amarela",1321.35
"2702009","AL",2016,"Branca",1394.7262962963
"2702009","AL",2016,"Negra",1165.9264516129
"2702009","AL",2016,"Não identificado",1711.4816553288
"2702108","AL",2012,"Amarela",774.045714285714
"2702108","AL",2012,"Branca",1247.95918518519
"2702108","AL",2012,"Indígena",656.807692307692
"2702108","AL",2012,"Negra",792.075625657203
"2702108","AL",2012,"Não identificado",1402.87666666667
"2702108","AL",2014,"Amarela",816.72
"2702108","AL",2014,"Branca",1349.21842519685
"2702108","AL",2014,"Indígena",692.736666666667
"2702108","AL",2014,"Negra",945.205654743393
"2702108","AL",2014,"Não identificado",1504.57270833333
"2702108","AL",2016,"Branca",1536.38100671141
"2702108","AL",2016,"Negra",1133.35923076923
"2702108","AL",2016,"Não identificado",1699.47847805789
"2702207","AL",2012,"Amarela",614.3
"2702207","AL",2012,"Branca",1279.06125
"2702207","AL",2012,"Negra",788.812972972973
"2702207","AL",2012,"Não identificado",1077.8185202864
"2702207","AL",2014,"Amarela",772.58
"2702207","AL",2014,"Branca",1568.3823255814
"2702207","AL",2014,"Indígena",890.2
"2702207","AL",2014,"Negra",946.956380952381
"2702207","AL",2014,"Não identificado",1257.34101928375
"2702207","AL",2016,"Branca",1467.36925233645
"2702207","AL",2016,"Negra",1241.50090909091
"2702207","AL",2016,"Não identificado",1767.50594795539
"2702306","AL",2012,"Amarela",959.6275
"2702306","AL",2012,"Branca",1281.25149452269
"2702306","AL",2012,"Indígena",709.316
"2702306","AL",2012,"Negra",1186.39215459732
"2702306","AL",2012,"Não identificado",942.529878557873
"2702306","AL",2014,"Amarela",1484.53278481013
"2702306","AL",2014,"Branca",1561.68284904897
"2702306","AL",2014,"Indígena",1301.57266666667
"2702306","AL",2014,"Negra",1466.72206022811
"2702306","AL",2014,"Não identificado",1348.40182905983
"2702306","AL",2016,"Amarela",1575.82086206897
"2702306","AL",2016,"Branca",1726.11355517633
"2702306","AL",2016,"Indígena",1147.2265
"2702306","AL",2016,"Negra",1679.29375379153
"2702306","AL",2016,"Não identificado",1536.78736144169
"2702355","AL",2012,"Branca",2144.03089552239
