"id_municipio","sigla_uf","ano","salario_medio"
"1600501","AP",2014,1373.07992439862
"1600501","AP",2016,1343.87168787108
"1600535","AP",2012,1230.29005910801
"1600535","AP",2014,1516.94968218442
"1600535","AP",2016,1913.77010123734
"1600550","AP",2012,961.644262295082
"1600550","AP",2014,1055.02808510638
"1600550","AP",2016,1027.77352941177
"1600600","AP",2012,1315.47618483586
"1600600","AP",2014,1580.98109811646
"1600600","AP",2016,1656.9598685852
"1600709","AP",2012,1030.25542671614
"1600709","AP",2014,1738.37636801541
"1600709","AP",2016,1601.28776805252
"1600808","AP",2012,843.137747035573
"1600808","AP",2014,1449.73426160337
"1600808","AP",2016,1814.74720075401
"2900108","BA",2012,1213.40237311385
"2900108","BA",2014,1276.41612810707
"2900108","BA",2016,2010.69452520516
"2900207","BA",2012,1136.87
"2900207","BA",2014,1265.0104902577
"2900207","BA",2016,1440.97416797079
"2900306","BA",2012,873.01620805369
"2900306","BA",2014,1356.0080186722
"2900306","BA",2016,1628.29253664036
"2900355","BA",2012,1149.52382173382
"2900355","BA",2014,1280.88170658683
"2900355","BA",2016,1474.78085271318
"2900405","BA",2012,1206.95462003454
"2900405","BA",2014,1468.65441917141
"2900405","BA",2016,1849.91904417671
"2900504","BA",2012,712.211289940829
"2900504","BA",2014,1075.59024621212
"2900504","BA",2016,1217.86477227723
"2900603","BA",2012,908.581590038314
"2900603","BA",2014,1031.56
"2900603","BA",2016,1448.49595365419
"2900702","BA",2012,1197.1644144966
"2900702","BA",2014,1492.59781631785
"2900702","BA",2016,1711.53837451157
"2900801","BA",2012,1082.53952333166
"2900801","BA",2014,1289.37545498315
"2900801","BA",2016,1496.3294344473
"2900900","BA",2012,1027.34668
"2900900","BA",2014,1163.76593572779
"2900900","BA",2016,1704.09572792363
"2901007","BA",2012,911.375615927002
"2901007","BA",2014,1043.59891468133
"2901007","BA",2016,1219.31629201897
"2901106","BA",2012,967.471193502824
"2901106","BA",2014,1283.0938973262
"2901106","BA",2016,1649.33583227848
"2901155","BA",2012,1209.75013869626
"2901155","BA",2014,1498.76368226601
"2901155","BA",2016,1865.23636752137
"2901205","BA",2012,1076.84031341108
"2901205","BA",2014,1384.16002309469
"2901205","BA",2016,1698.16371389271
"2901304","BA",2012,1025.45237204724
"2901304","BA",2014,1363.09013605442
"2901304","BA",2016,1364.37590582602
"2901353","BA",2012,1585.21962304793
"2901353","BA",2014,2063.89467028004
"2901353","BA",2016,2284.00831722319
"2901403","BA",2012,1001.02459390863
"2901403","BA",2014,1247.54556020067
"2901403","BA",2016,1542.94931323283
"2901502","BA",2012,718.702124681933
"2901502","BA",2014,951.380713324361
"2901502","BA",2016,1114.22982014388
"2901601","BA",2012,1203.68811533052
"2901601","BA",2014,1371.88652892562
"2901601","BA",2016,1556.64768191268
"2901700","BA",2012,1023.8880261723
"2901700","BA",2014,1307.85533333333
"2901700","BA",2016,1594.09768736617
"2901809","BA",2012,737.858330206379
"2901809","BA",2014,844.131428571429
"2901809","BA",2016,1069.4269124424
"2901908","BA",2012,1063.91273469388
"2901908","BA",2014,1300.07483023001
"2901908","BA",2016,1710.52017276423
"2901957","BA",2012,1415.96666666667
"2901957","BA",2014,1433.57055432373
"2901957","BA",2016,1808.28242009132
"2902005","BA",2012,830.123476775956
"2902005","BA",2014,1133.15382659713
"2902005","BA",2016,1303.77808526552
"2902054","BA",2012,923.058500866552
"2902054","BA",2014,1136.74825242719
"2902054","BA",2016,1314.11167587477
"2902104","BA",2012,1160.93009273183
"2902104","BA",2014,1474.11232349166
"2902104","BA",2016,1805.21260376135
"2902203","BA",2012,886.750881261596
"2902203","BA",2014,1066.11962134251
"2902203","BA",2016,1314.0034345351
"2902252","BA",2012,878.625296119809
"2902252","BA",2014,1059.67974433893
"2902252","BA",2016,954.863532608696
"2902302","BA",2012,940.815540275049
"2902302","BA",2014,1224.56811252269
"2902302","BA",2016,1352.98990234375
"2902401","BA",2012,1026.64847276265
"2902401","BA",2014,1230.23236124177
"2902401","BA",2016,1474.67971475143
"2902500","BA",2012,1142.50547733848
"2902500","BA",2014,1260.27898337596
"2902500","BA",2016,1588.68003620565
