"id_municipio","sigla_uf","ano","emprego_total","emprego_vinculo_clt"
"2305266","CE",2016,887,188
"2305308","CE",2012,1066,373
"2305308","CE",2014,1275,466
"2305308","CE",2016,1217,433
"2305332","CE",2012,518,45
"2305332","CE",2014,904,64
"2305332","CE",2016,1146,88
"2305357","CE",2012,3030,2478
"2305357","CE",2014,3981,3339
"2305357","CE",2016,4396,3746
"2305407","CE",2012,2533,1575
"2305407","CE",2014,5133,1828
"2305407","CE",2016,5097,1904
"2305506","CE",2012,12414,10917
"2305506","CE",2014,15670,12450
"2305506","CE",2016,14612,11678
"2305605","CE",2012,1472,338
"2305605","CE",2014,1690,375
"2305605","CE",2016,1622,422
"2305654","CE",2012,710,37
"2305654","CE",2014,594,143
"2305654","CE",2016,497,122
"2305704","CE",2012,719,158
"2305704","CE",2014,763,252
"2305704","CE",2016,797,246
"2305803","CE",2012,2544,924
"2305803","CE",2014,2813,1225
"2305803","CE",2016,2997,1453
"2305902","CE",2012,1667,230
"2305902","CE",2014,1817,267
"2305902","CE",2016,1680,285
"2306009","CE",2012,863,136
"2306009","CE",2014,884,198
"2306009","CE",2016,779,233
"2306108","CE",2012,1722,812
"2306108","CE",2014,1743,769
"2306108","CE",2016,1841,935
"2306207","CE",2012,474,154
"2306207","CE",2014,537,173
"2306207","CE",2016,464,177
"2306256","CE",2012,3761,2525
"2306256","CE",2014,3758,3009
"2306256","CE",2016,3770,2758
"2306306","CE",2012,4362,3265
"2306306","CE",2014,4868,3581
"2306306","CE",2016,4486,3230
"2306405","CE",2012,11724,8318
"2306405","CE",2014,10825,7283
"2306405","CE",2016,13988,10611
"2306504","CE",2012,567,546
"2306504","CE",2014,978,553
"2306504","CE",2016,727,559
"2306553","CE",2012,2294,830
"2306553","CE",2014,2360,972
"2306553","CE",2016,3100,1738
"2306603","CE",2012,746,65
"2306603","CE",2014,925,88
"2306603","CE",2016,1068,88
"2306702","CE",2012,919,908
"2306702","CE",2014,1072,222
"2306702","CE",2016,1097,263
"2306801","CE",2012,794,273
"2306801","CE",2014,210,206
"2306801","CE",2016,694,205
"2306900","CE",2012,2743,1485
"2306900","CE",2014,2871,1599
"2306900","CE",2016,3133,1905
"2307007","CE",2012,3054,1909
"2307007","CE",2014,3923,2637
"2307007","CE",2016,2951,1856
"2307106","CE",2012,2431,1188
"2307106","CE",2014,1389,327
"2307106","CE",2016,1474,309
"2307205","CE",2012,528,22
"2307205","CE",2014,713,28
"2307205","CE",2016,584,528
"2307254","CE",2012,1851,947
"2307254","CE",2014,2476,1505
"2307254","CE",2016,3289,2257
"2307304","CE",2012,43722,37928
"2307304","CE",2014,47966,41836
"2307304","CE",2016,48204,41339
"2307403","CE",2012,1531,645
"2307403","CE",2014,1777,750
"2307403","CE",2016,1232,731
"2307502","CE",2012,1608,272
"2307502","CE",2014,1592,410
"2307502","CE",2016,1478,373
"2307601","CE",2012,6255,5303
"2307601","CE",2014,6790,5416
"2307601","CE",2016,6185,5193
"2307635","CE",2012,1407,234
"2307635","CE",2014,1277,240
"2307635","CE",2016,1243,240
"2307650","CE",2012,50636,44435
"2307650","CE",2014,58653,50414
"2307650","CE",2016,55196,49006
"2307700","CE",2012,14496,9965
"2307700","CE",2014,13342,10574
"2307700","CE",2016,13111,10282
"2307809","CE",2012,2986,1876
"2307809","CE",2014,3498,2443
"2307809","CE",2016,3296,2357
"2307908","CE",2012,1032,18
"2307908","CE",2014,809,22
"2307908","CE",2016,1062,79
"2308005","CE",2012,1479,352
"2308005","CE",2014,1260,427
"2308005","CE",2016,1282,565
"2308104","CE",2012,2192,924
"2308104","CE",2014,2423,939
"2308104","CE",2016,2220,839
"2308203","CE",2012,751,108
"2308203","CE",2014,974,166
"2308203","CE",2016,995,151
"2308302","CE",2012,1458,555
"2308302","CE",2014,1682,759
"2308302","CE",2016,1599,696
"2308351","CE",2012,595,146
"2308351","CE",2014,618,222
"2308351","CE",2016,565,172
"2308377","CE",2012,660,10
"2308377","CE",2014,612,14
"2308377","CE",2016,823,15
"2308401","CE",2012,2646,2259
"2308401","CE",2014,3119,3105
"2308401","CE",2016,2390,1172
"2308500","CE",2012,1867,588
"2308500","CE",2014,2348,780
"2308500","CE",2016,2313,1153
"2308609","CE",2012,1042,135
"2308609","CE",2014,1198,326
"2308609","CE",2016,1166,294
"2308708","CE",2012,5291,2572
"2308708","CE",2014,6049,3997
"2308708","CE",2016,5466,3439
"2308807","CE",2012,541,36
"2308807","CE",2014,584,63
"2308807","CE",2016,596,67
"2308906","CE",2012,786,117
"2308906","CE",2014,854,188
"2308906","CE",2016,1064,205
"2309003","CE",2012,998,69
"2309003","CE",2014,916,80
"2309003","CE",2016,1052,127
"2309102","CE",2012,797,254
"2309102","CE",2014,654,118
"2309102","CE",2016,614,142
"2309201","CE",2012,1428,650
"2309201","CE",2014,1618,684
"2309201","CE",2016,1430,654
"2309300","CE",2012,1812,540
"2309300","CE",2014,2017,868
"2309300","CE",2016,2291,1204
"2309409","CE",2012,1180,221
"2309409","CE",2014,1315,171
"2309409","CE",2016,1268,143
"2309458","CE",2012,1493,1175
"2309458","CE",2014,1632,837
"2309458","CE",2016,1802,1545
"2309508","CE",2012,1051,264
"2309508","CE",2014,910,219
"2309508","CE",2016,879,238
"2309607","CE",2012,10143,8424
"2309607","CE",2014,9541,7859
"2309607","CE",2016,7643,6047
"2309706","CE",2012,7425,5579
"2309706","CE",2014,7898,6096
"2309706","CE",2016,6680,4629
"2309805","CE",2012,729,305
"2309805","CE",2014,971,244
"2309805","CE",2016,817,224
"2309904","CE",2012,520,42
"2309904","CE",2014,431,46
"2309904","CE",2016,356,40
"2310001","CE",2012,490,83
"2310001","CE",2014,862,390
"2310001","CE",2016,521,138
"2310100","CE",2012,513,121
"2310100","CE",2014,820,180
"2310100","CE",2016,868,166
"2310209","CE",2012,3716,2261
"2310209","CE",2014,4005,2563
"2310209","CE",2016,3397,1916
"2310258","CE",2012,3022,1811
"2310258","CE",2014,3675,2455
"2310258","CE",2016,2862,1633
"2310308","CE",2012,1059,1052
"2310308","CE",2014,1260,1257
"2310308","CE",2016,1507,750
"2310407","CE",2012,719,70
"2310407","CE",2014,716,88
"2310407","CE",2016,684,76
"2310506","CE",2012,1495,335
"2310506","CE",2014,2534,1022
"2310506","CE",2016,1911,550
"2310605","CE",2012,790,370
"2310605","CE",2014,837,124
"2310605","CE",2016,832,166
"2310704","CE",2012,4256,2968
"2310704","CE",2014,4278,2498
"2310704","CE",2016,4455,2595
"2310803","CE",2012,907,249
"2310803","CE",2014,1139,868
"2310803","CE",2016,2130,1410
"2310852","CE",2012,1399,1043
"2310852","CE",2014,1781,1363
"2310852","CE",2016,1594,1258
"2310902","CE",2012,595,122
"2310902","CE",2014,723,196
"2310902","CE",2016,775,212
"2310951","CE",2012,354,17
"2310951","CE",2014,498,19
"2310951","CE",2016,308,21
"2311009","CE",2012,702,36
"2311009","CE",2014,665,619
"2311009","CE",2016,672,69
"2311108","CE",2012,1314,712
"2311108","CE",2014,995,983
"2311108","CE",2016,1073,1071
"2311207","CE",2012,730,91
"2311207","CE",2014,846,209
"2311207","CE",2016,736,166
"2311231","CE",2012,403,61
"2311231","CE",2014,440,128
"2311231","CE",2016,520,181
"2311264","CE",2012,1148,251
"2311264","CE",2014,1455,250
"2311264","CE",2016,1144,111
"2311306","CE",2012,9501,4839
"2311306","CE",2014,10119,5350
"2311306","CE",2016,7135,5101
"2311355","CE",2012,1097,141
"2311355","CE",2014,966,193
"2311355","CE",2016,903,174
"2311405","CE",2012,3679,2857
"2311405","CE",2014,4842,3137
"2311405","CE",2016,5450,3256
"2311504","CE",2012,2944,2178
"2311504","CE",2014,2660,1750
"2311504","CE",2016,2492,1889
"2311603","CE",2012,2004,1033
"2311603","CE",2014,2256,1072
"2311603","CE",2016,2530,1090
"2311702","CE",2012,1186,217
"2311702","CE",2014,904,220
"2311702","CE",2016,1175,216
"2311801","CE",2012,12007,10546
"2311801","CE",2014,12273,10795
"2311801","CE",2016,9728,8518
"2311900","CE",2012,1221,451
"2311900","CE",2014,1092,48
"2311900","CE",2016,1043,71
"2311959","CE",2012,1544,730
"2311959","CE",2014,1738,794
"2311959","CE",2016,1898,23
"2312007","CE",2012,1532,236
"2312007","CE",2014,1696,273
"2312007","CE",2016,1792,308
"2312106","CE",2012,1185,597
"2312106","CE",2014,1164,933
"2312106","CE",2016,976,167
"2312205","CE",2012,2306,1653
"2312205","CE",2014,3821,2075
"2312205","CE",2016,3431,2092
"2312304","CE",2012,3165,2150
"2312304","CE",2014,3876,2416
"2312304","CE",2016,3916,2437
"2312403","CE",2012,6832,4294
"2312403","CE",2014,12273,8668
"2312403","CE",2016,11094,8678
"2312502","CE",2012,457,452
"2312502","CE",2014,506,497
"2312502","CE",2016,450,449
"2312601","CE",2012,545,193
"2312601","CE",2014,575,184
"2312601","CE",2016,778,410
"2312700","CE",2012,2250,1661
"2312700","CE",2014,2729,1881
"2312700","CE",2016,2984,2058
"2312809","CE",2012,685,17
"2312809","CE",2014,449,26
"2312809","CE",2016,357,21
"2312908","CE",2012,44548,41783
"2312908","CE",2014,50732,46897
"2312908","CE",2016,44676,41652
"2313005","CE",2012,1393,531
"2313005","CE",2014,1132,349
"2313005","CE",2016,1288,564
"2313104","CE",2012,2114,1434
"2313104","CE",2014,2303,1641
"2313104","CE",2016,1982,1377
"2313203","CE",2012,1256,119
"2313203","CE",2014,1226,134
"2313203","CE",2016,1228,180
"2313252","CE",2012,575,198
"2313252","CE",2014,417,16
"2313252","CE",2016,413,15
"2313302","CE",2012,3220,1310
"2313302","CE",2014,5157,3335
"2313302","CE",2016,3897,2356
"2313351","CE",2012,1028,162
"2313351","CE",2014,1185,224
"2313351","CE",2016,1087,258
"2313401","CE",2012,5640,5633
"2313401","CE",2014,7344,7179
"2313401","CE",2016,7138,7127
"2313500","CE",2012,3036,1123
"2313500","CE",2014,2965,1382
"2313500","CE",2016,3342,1798
"2313559","CE",2012,907,632
"2313559","CE",2014,1555,1307
"2313559","CE",2016,1252,722
"2313609","CE",2012,2781,2693
"2313609","CE",2014,3311,3026
"2313609","CE",2016,2976,2676
"2313708","CE",2012,444,26
"2313708","CE",2014,440,21
"2313708","CE",2016,336,31
"2313757","CE",2012,1192,539
"2313757","CE",2014,1107,459
"2313757","CE",2016,897,246
"2313807","CE",2012,2698,1631
"2313807","CE",2014,2467,1750
"2313807","CE",2016,2589,1859
"2313906","CE",2012,930,78
"2313906","CE",2014,927,164
"2313906","CE",2016,1124,374
"2313955","CE",2012,1647,454
"2313955","CE",2014,1775,531
"2313955","CE",2016,1988,416
"2314003","CE",2012,2543,2369
"2314003","CE",2014,3142,2939
"2314003","CE",2016,3209,2986
"2314102","CE",2012,2170,426
"2314102","CE",2014,2903,756
"2314102","CE",2016,2878,767
"5300108","DF",2012,1181649,749837
"5300108","DF",2014,1321828,796752
"5300108","DF",2016,1250750,756577
"3200102","ES",2012,3667,2456
"3200102","ES",2014,3898,2685
"3200102","ES",2016,3638,2570
"3200136","ES",2012,1032,549
"3200136","ES",2014,1057,633
"3200136","ES",2016,1169,637
"3200169","ES",2012,872,430
"3200169","ES",2014,922,526
"3200169","ES",2016,987,528
"3200201","ES",2012,3778,2959
"3200201","ES",2014,4644,3417
"3200201","ES",2016,3925,2780
"3200300","ES",2012,2051,1598
"3200300","ES",2014,2513,1905
"3200300","ES",2016,2605,2070
"3200359","ES",2012,738,274
"3200359","ES",2014,700,287
"3200359","ES",2016,617,261
"3200409","ES",2012,9602,7259
"3200409","ES",2014,8285,5787
"3200409","ES",2016,6555,3486
"3200508","ES",2012,824,367
"3200508","ES",2014,775,375
"3200508","ES",2016,637,333
"3200607","ES",2012,25294,22555
"3200607","ES",2014,24167,23806
"3200607","ES",2016,26978,24231
"3200706","ES",2012,2797,2161
"3200706","ES",2014,2978,2348
"3200706","ES",2016,2645,2173
"3200805","ES",2012,4150,3126
"3200805","ES",2014,4814,3484
"3200805","ES",2016,4427,3278
"3200904","ES",2012,6700,5509
"3200904","ES",2014,7766,6174
"3200904","ES",2016,6829,5599
"3201001","ES",2012,1631,1099
"3201001","ES",2014,1876,1240
"3201001","ES",2016,1624,1032
"3201100","ES",2012,1185,638
"3201100","ES",2014,1300,719
"3201100","ES",2016,1308,752
"3201159","ES",2012,1443,956
"3201159","ES",2014,1517,992
"3201159","ES",2016,1266,790
"3201209","ES",2012,50426,46104
"3201209","ES",2014,51330,46515
"3201209","ES",2016,45826,41334
"3201308","ES",2012,57243,49853
"3201308","ES",2014,58338,52093
"3201308","ES",2016,51957,47090
"3201407","ES",2012,6991,5547
"3201407","ES",2014,7350,5932
"3201407","ES",2016,7091,5839
"3201506","ES",2012,33992,30918
"3201506","ES",2014,35576,32218
"3201506","ES",2016,32250,28864
"3201605","ES",2012,5023,4063
"3201605","ES",2014,5335,4355
"3201605","ES",2016,2871,2048
"3201704","ES",2012,1373,1036
"3201704","ES",2014,1478,1133
"3201704","ES",2016,1329,1055
"3201803","ES",2012,367,170
"3201803","ES",2014,457,268
"3201803","ES",2016,366,219
"3201902","ES",2012,4696,3736
"3201902","ES",2014,5455,4349
"3201902","ES",2016,5374,4474
"3202009","ES",2012,621,408
"3202009","ES",2014,740,409
"3202009","ES",2016,660,415
"3202108","ES",2012,3432,2021
"3202108","ES",2014,2778,2062
"3202108","ES",2016,2523,1956
"3202207","ES",2012,4064,3224
"3202207","ES",2014,3656,2706
"3202207","ES",2016,2952,2195
"3202256","ES",2012,946,531
"3202256","ES",2014,1064,589
"3202256","ES",2016,1007,623
"3202306","ES",2012,4607,3551
"3202306","ES",2014,4834,3712
"3202306","ES",2016,4708,3625
"3202405","ES",2012,22567,19678
"3202405","ES",2014,23720,20369
"3202405","ES",2016,21311,18112
"3202454","ES",2012,1974,1093
"3202454","ES",2014,2266,1336
"3202454","ES",2016,2105,1308
"3202504","ES",2012,3621,3189
"3202504","ES",2014,3872,3357
"3202504","ES",2016,4044,3560
"3202553","ES",2012,722,184
"3202553","ES",2014,731,212
"3202553","ES",2016,678,297
"3202603","ES",2012,4658,4162
"3202603","ES",2014,4961,4374
"3202603","ES",2016,4088,3496
"3202652","ES",2012,889,442
"3202652","ES",2014,1025,540
"3202652","ES",2016,1057,558
"3202702","ES",2012,1349,921
"3202702","ES",2014,1507,1034
"3202702","ES",2016,1422,996
"3202801","ES",2012,5138,3626
"3202801","ES",2014,6032,3582
"3202801","ES",2016,6285,3448
"3202900","ES",2012,1011,891
"3202900","ES",2014,1472,1132
"3202900","ES",2016,1461,1196
"3203007","ES",2012,2860,1961
"3203007","ES",2014,3013,2130
"3203007","ES",2016,2566,1955
"3203056","ES",2012,3496,2488
"3203056","ES",2014,4134,2757
"3203056","ES",2016,3232,2457
"3203106","ES",2012,1078,659
"3203106","ES",2014,1105,661
"3203106","ES",2016,999,608
"3203130","ES",2012,2461,2089
"3203130","ES",2014,2935,2387
"3203130","ES",2016,2358,1959
"3203163","ES",2012,663,335
"3203163","ES",2014,865,363
"3203163","ES",2016,662,387
"3203205","ES",2012,42347,36271
"3203205","ES",2014,47771,40060
"3203205","ES",2016,41390,34890
"3203304","ES",2012,743,419
"3203304","ES",2014,733,443
"3203304","ES",2016,699,456
"3203320","ES",2012,3804,2265
"3203320","ES",2014,4477,2766
"3203320","ES",2016,5103,2946
"3203346","ES",2012,3555,2825
"3203346","ES",2014,3810,3114
"3203346","ES",2016,3728,3092
"3203353","ES",2012,1754,1474
"3203353","ES",2014,2037,1595
"3203353","ES",2016,1863,1473
"3203403","ES",2012,2774,1968
"3203403","ES",2014,3152,2086
"3203403","ES",2016,2750,2021
"3203502","ES",2012,2863,2121
"3203502","ES",2014,3096,2303
"3203502","ES",2016,2970,2177
"3203601","ES",2012,776,438
"3203601","ES",2014,794,491
"3203601","ES",2016,801,472
"3203700","ES",2012,1576,928
"3203700","ES",2014,1836,1185
"3203700","ES",2016,1758,1136
"3203809","ES",2012,1326,1180
"3203809","ES",2014,1476,1274
"3203809","ES",2016,1305,1127
"3203908","ES",2012,8102,6324
"3203908","ES",2014,9084,7033
"3203908","ES",2016,8568,6724
"3204005","ES",2012,1639,765
"3204005","ES",2014,1684,922
"3204005","ES",2016,1559,853
"3204054","ES",2012,2476,1665
"3204054","ES",2014,2880,2085
"3204054","ES",2016,2518,1807
"3204104","ES",2012,4325,3330
"3204104","ES",2014,4435,3421
"3204104","ES",2016,4117,3185
"3204203","ES",2012,2412,1657
"3204203","ES",2014,2907,1923
"3204203","ES",2016,2652,1854
"3204252","ES",2012,841,335
"3204252","ES",2014,901,400
"3204252","ES",2016,836,362
"3204302","ES",2012,1777,1045
"3204302","ES",2014,1838,1064
"3204302","ES",2016,2057,1256
"3204351","ES",2012,1908,1323
"3204351","ES",2014,2328,1654
"3204351","ES",2016,2192,1659
"3204401","ES",2012,1604,1135
"3204401","ES",2014,1724,1249
"3204401","ES",2016,1527,1069
"3204500","ES",2012,1063,543
"3204500","ES",2014,1127,588
"3204500","ES",2016,1100,644
"3204559","ES",2012,5241,4266
"3204559","ES",2014,6542,5361
"3204559","ES",2016,6967,5737
"3204609","ES",2012,4399,3441
"3204609","ES",2014,4601,3481
"3204609","ES",2016,4527,3528
"3204658","ES",2012,1089,877
"3204658","ES",2014,1172,943
"3204658","ES",2016,1222,1043
"3204708","ES",2012,8291,7637
"3204708","ES",2014,8620,7932
"3204708","ES",2016,7336,6645
"3204807","ES",2012,976,545
"3204807","ES",2014,1138,684
"3204807","ES",2016,1047,662
"3204906","ES",2012,21360,17355
"3204906","ES",2014,22334,17994
"3204906","ES",2016,19926,16701
"3204955","ES",2012,2255,1798
"3204955","ES",2014,2002,1681
"3204955","ES",2016,1722,1506
"3205002","ES",2012,128909,121063
"3205002","ES",2014,139566,131290
"3205002","ES",2016,122895,115315
"3205010","ES",2012,3114,2372
"3205010","ES",2014,3659,2700
"3205010","ES",2016,3548,2703
"3205036","ES",2012,3278,2461
"3205036","ES",2014,3619,2691
"3205036","ES",2016,3152,2496
"3205069","ES",2012,5524,5429
"3205069","ES",2014,5649,5079
"3205069","ES",2016,5455,4884
"3205101","ES",2012,12473,10728
"3205101","ES",2014,14138,12183
"3205101","ES",2016,13540,12068
"3205150","ES",2012,1000,626
"3205150","ES",2014,1153,634
"3205150","ES",2016,1121,668
"3205176","ES",2012,1473,951
"3205176","ES",2014,1727,1165
"3205176","ES",2016,1444,1024
"3205200","ES",2012,110393,100902
"3205200","ES",2014,112456,102097
"3205200","ES",2016,96655,87972
"3205309","ES",2012,236864,163826
"3205309","ES",2014,238021,159468
"3205309","ES",2016,212431,139415
"5200050","GO",2012,1392,1140
"5200050","GO",2014,1995,1746
"5200050","GO",2016,1644,1300
"5200100","GO",2012,1785,1409
"5200100","GO",2014,2171,1647
"5200100","GO",2016,2245,1814
"5200134","GO",2012,3145,2348
"5200134","GO",2014,3561,2587
"5200134","GO",2016,3426,2537
"5200159","GO",2012,320,170
"5200159","GO",2014,269,176
"5200159","GO",2016,297,217
"5200175","GO",2012,741,481
"5200175","GO",2014,790,508
"5200175","GO",2016,805,514
"5200209","GO",2012,301,109
"5200209","GO",2014,327,103
"5200209","GO",2016,131,130
"5200258","GO",2012,8389,7104
"5200258","GO",2014,10845,7984
"5200258","GO",2016,12421,7189
"5200308","GO",2012,14411,13629
"5200308","GO",2014,4329,3490
"5200308","GO",2016,4600,3828
"5200506","GO",2012,217,69
"5200506","GO",2014,231,83
"5200506","GO",2016,251,83
"5200555","GO",2012,1804,1487
"5200555","GO",2014,2286,1653
"5200555","GO",2016,1953,1589
"5200605","GO",2012,1017,695
"5200605","GO",2014,1080,759
"5200605","GO",2016,1234,939
"5200803","GO",2012,1010,674
"5200803","GO",2014,929,567
"5200803","GO",2016,854,549
"5200829","GO",2012,290,84
"5200829","GO",2014,307,96
"5200829","GO",2016,283,84
"5200852","GO",2012,866,666
"5200852","GO",2014,501,239
"5200852","GO",2016,522,287
"5200902","GO",2012,362,172
"5200902","GO",2014,307,118
"5200902","GO",2016,274,114
"5201108","GO",2012,94989,84876
"5201108","GO",2014,99921,88813
"5201108","GO",2016,92699,82201
"5201207","GO",2012,136,16
"5201207","GO",2014,181,38
"5201207","GO",2016,134,29
"5201306","GO",2012,3493,2930
"5201306","GO",2014,3725,3018
"5201306","GO",2016,3256,2584
"5201405","GO",2012,110731,100483
"5201405","GO",2014,113853,104782
"5201405","GO",2016,105707,91876
"5201454","GO",2012,496,305
"5201454","GO",2014,913,630
"5201454","GO",2016,909,563
"5201504","GO",2012,1045,773
"5201504","GO",2014,1021,814
"5201504","GO",2016,934,735
"5201603","GO",2012,373,166
"5201603","GO",2014,446,272
"5201603","GO",2016,432,248
"5201702","GO",2012,1187,597
"5201702","GO",2014,1292,771
"5201702","GO",2016,1015,781
"5201801","GO",2012,1008,750
"5201801","GO",2014,1012,636
"5201801","GO",2016,955,744
"5202155","GO",2012,613,492
"5202155","GO",2014,770,509
"5202155","GO",2016,633,513
"5202353","GO",2012,505,285
"5202353","GO",2014,714,485
"5202353","GO",2016,429,278
"5202502","GO",2012,801,613
"5202502","GO",2014,1086,677
"5202502","GO",2016,950,735
"5202601","GO",2012,391,221
"5202601","GO",2014,370,212
"5202601","GO",2016,374,228
"5202809","GO",2012,408,266
"5202809","GO",2014,481,340
"5202809","GO",2016,238,131
"5203104","GO",2012,182,51
"5203104","GO",2014,274,98
"5203104","GO",2016,206,95
"5203203","GO",2012,2605,1912
"5203203","GO",2014,2634,1966
"5203203","GO",2016,2829,2108
"5203302","GO",2012,4319,3789
"5203302","GO",2014,5485,4601
"5203302","GO",2016,5457,4595
"5203401","GO",2012,666,471
"5203401","GO",2014,666,462
"5203401","GO",2016,647,410
"5203500","GO",2012,3473,2679
"5203500","GO",2014,3852,3063
"5203500","GO",2016,3137,2301
"5203559","GO",2012,800,477
"5203559","GO",2014,610,298
"5203559","GO",2016,675,371
"5203575","GO",2012,473,280
"5203575","GO",2014,612,322
"5203575","GO",2016,535,313
"5203609","GO",2012,502,360
"5203609","GO",2014,719,536
"5203609","GO",2016,533,378
"5203807","GO",2012,623,450
"5203807","GO",2014,783,517
"5203807","GO",2016,652,490
"5203906","GO",2012,1167,840
"5203906","GO",2014,2482,1953
"5203906","GO",2016,1779,1206
"5203939","GO",2012,464,302
"5203939","GO",2014,482,311
"5203939","GO",2016,511,333
"5203962","GO",2012,293,34
"5203962","GO",2014,311,48
"5203962","GO",2016,302,43
"5204003","GO",2012,934,618
"5204003","GO",2014,901,575
"5204003","GO",2016,995,615
"5204102","GO",2012,1381,1050
"5204102","GO",2014,2259,1882
"5204102","GO",2016,2370,2025
"5204201","GO",2012,437,292
"5204201","GO",2014,355,201
"5204201","GO",2016,217,85
"5204250","GO",2012,1342,838
"5204250","GO",2014,2078,1565
"5204250","GO",2016,1960,1491
"5204300","GO",2012,3799,3282
"5204300","GO",2014,3471,2961
"5204300","GO",2016,3335,3038
"5204409","GO",2012,1800,1385
"5204409","GO",2014,2119,1637
"5204409","GO",2016,2070,1686
"5204508","GO",2012,18873,15997
"5204508","GO",2014,21419,18832
"5204508","GO",2016,22711,19990
"5204557","GO",2012,361,153
"5204557","GO",2014,392,184
"5204557","GO",2016,375,174
"5204607","GO",2012,345,198
"5204607","GO",2014,434,256
"5204607","GO",2016,348,204
"5204656","GO",2012,373,82
"5204656","GO",2014,365,83
"5204656","GO",2016,98,94
"5204706","GO",2012,1211,816
"5204706","GO",2014,1348,915
"5204706","GO",2016,1218,820
"5204805","GO",2012,1255,887
"5204805","GO",2014,1218,912
"5204805","GO",2016,1367,1064
"5204854","GO",2012,764,716
"5204854","GO",2014,939,597
"5204854","GO",2016,914,678
"5204904","GO",2012,2078,1384
"5204904","GO",2014,2259,1522
"5204904","GO",2016,2282,1458
"5204953","GO",2012,527,234
"5204953","GO",2014,511,213
"5204953","GO",2016,350,139
"5205000","GO",2012,1171,777
"5205000","GO",2014,1247,849
"5205000","GO",2016,1231,865
"5205059","GO",2012,356,101
"5205059","GO",2014,386,147
"5205059","GO",2016,362,130
"5205109","GO",2012,23407,21744
"5205109","GO",2014,26590,24200
"5205109","GO",2016,23567,21687
"5205208","GO",2012,323,152
"5205208","GO",2014,374,167
"5205208","GO",2016,493,354
"5205307","GO",2012,671,156
"5205307","GO",2014,747,211
"5205307","GO",2016,759,245
"5205406","GO",2012,4249,3610
"5205406","GO",2014,4969,4171
"5205406","GO",2016,5133,4304
"5205455","GO",2012,1647,1274
"5205455","GO",2014,1289,932
"5205455","GO",2016,1475,1116
"5205471","GO",2012,3925,3542
"5205471","GO",2014,4211,3686
"5205471","GO",2016,4160,3824
"5205497","GO",2012,3609,2456
"5205497","GO",2014,3928,2479
"5205497","GO",2016,4185,3025
"5205513","GO",2012,1489,986
"5205513","GO",2014,1484,973
"5205513","GO",2016,1553,916
"5205521","GO",2012,356,79
"5205521","GO",2014,330,87
"5205521","GO",2016,316,84
"5205703","GO",2012,389,218
"5205703","GO",2014,394,207
"5205703","GO",2016,416,223
"5205802","GO",2012,919,630
"5205802","GO",2014,1038,695
"5205802","GO",2016,1053,743
"5205901","GO",2012,1889,1320
"5205901","GO",2014,2099,1455
"5205901","GO",2016,2267,1629
"5206206","GO",2012,10089,8756
"5206206","GO",2014,11516,9777
"5206206","GO",2016,13202,11863
"5206305","GO",2012,501,335
"5206305","GO",2014,540,313
"5206305","GO",2016,469,288
"5206404","GO",2012,3696,3216
"5206404","GO",2014,3954,3010
"5206404","GO",2016,3777,3029
"5206503","GO",2012,403,187
"5206503","GO",2014,479,234
"5206503","GO",2016,413,218
"5206602","GO",2012,392,195
"5206602","GO",2014,374,170
"5206602","GO",2016,318,181
"5206701","GO",2012,227,39
"5206701","GO",2014,278,59
"5206701","GO",2016,173,56
"5206800","GO",2012,323,147
"5206800","GO",2014,360,173
"5206800","GO",2016,284,171
"5206909","GO",2012,178,45
"5206909","GO",2014,380,110
"5206909","GO",2016,234,131
"5207105","GO",2012,250,88
"5207105","GO",2014,282,101
"5207105","GO",2016,243,100
"5207253","GO",2012,972,565
"5207253","GO",2014,937,638
"5207253","GO",2016,895,633
"5207352","GO",2012,550,217
"5207352","GO",2014,1219,896
"5207352","GO",2016,741,439
"5207402","GO",2012,2889,2285
"5207402","GO",2014,3878,3335
"5207402","GO",2016,3308,2896
"5207501","GO",2012,598,434
"5207501","GO",2014,410,236
"5207501","GO",2016,384,226
"5207535","GO",2012,623,282
"5207535","GO",2014,698,359
"5207535","GO",2016,676,361
"5207600","GO",2012,715,438
"5207600","GO",2014,721,427
"5207600","GO",2016,675,514
"5207808","GO",2012,880,660
"5207808","GO",2014,1046,785
"5207808","GO",2016,990,755
"5207907","GO",2012,915,339
"5207907","GO",2014,942,372
"5207907","GO",2016,372,370
"5208004","GO",2012,14695,11861
"5208004","GO",2014,14799,11998
"5208004","GO",2016,15917,13255
"5208103","GO",2012,320,143
"5208103","GO",2014,377,153
"5208103","GO",2016,358,184
"5208152","GO",2012,382,188
"5208152","GO",2014,463,248
"5208152","GO",2016,414,242
"5208301","GO",2012,330,133
"5208301","GO",2014,451,152
"5208301","GO",2016,348,137
"5208400","GO",2012,873,554
"5208400","GO",2014,994,639
"5208400","GO",2016,1065,715
"5208509","GO",2012,488,337
"5208509","GO",2014,534,346
"5208509","GO",2016,553,432
"5208608","GO",2012,11000,9426
"5208608","GO",2014,12165,11195
"5208608","GO",2016,12545,10948
"5208707","GO",2012,606571,446557
"5208707","GO",2014,608119,463575
"5208707","GO",2016,581541,442045
"5208806","GO",2012,5332,4084
"5208806","GO",2014,4244,4209
"5208806","GO",2016,5946,4385
"5208905","GO",2012,3812,3323
"5208905","GO",2014,3399,2655
"5208905","GO",2016,3152,2758
"5209101","GO",2012,8572,7192
